SITE_ID,VISIT_NO,LAKE_ORIGIN12,BENT_COND,CHLA_COND,NTL_COND,PTL_COND,DRAWDOWN_COND,LITCVR_COND,LITRIPCVR_COND,RDIS_COND,RVEG_COND,SEDHG_MTH_TOP_COND,SEDHG_TOT_BTM_COND,SEDHG_TOT_TOP_COND,CHLL_REC,CYNL_REC,MICL_REC,WSA9_LO
NLA12_CA-104,1,NATURAL,Not Assessed,Fair,Poor,Good,Medium,Good,Fair,Fair,Fair,Medium,Low,Medium,Low,Moderate,No Detect,WMT_NATURAL
NLA12_MT-111,1,NATURAL,Fair,Good,Good,Good,Medium,Good,Good,Poor,Good,Medium,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_OH-122,1,RESERVOIR,Fair,Poor,Fair,Poor,Medium,Good,Good,Fair,Good,High,Not Assessed,Medium,High,High,No Detect,TPL_MAN_MADE
NLA12_ME-137,1,NATURAL,Fair,Fair,Good,Fair,Small,Good,Good,Good,Fair,High,Medium,High,Low,Low,No Detect,NAP_NATURAL
NLA12_IN-196,1,NATURAL,Poor,Good,Good,Good,Large,Poor,Poor,Poor,Poor,High,Medium,Medium,Low,Moderate,No Detect,UMW_NATURAL
NLA12_MA-102,1,RESERVOIR,Fair,Good,Good,Good,Small,Fair,Poor,Poor,Poor,High,Not Assessed,High,Low,Low,No Detect,NAP_MAN_MADE
NLA12_WA-116,1,RESERVOIR,Good,Good,Fair,Good,Small,Good,Good,Good,Good,Low,Not Assessed,Low,Low,Low,No Detect,XER_MAN_MADE
NLA12_WA-104,1,NATURAL_ENH,Fair,Good,Fair,Poor,Small,Good,Fair,Fair,Fair,Low,Not Assessed,Low,Low,Low,No Detect,XER_NATURAL
NLA12_MA-104,1,NATURAL,Poor,Fair,Poor,Poor,Small,Poor,Poor,Fair,Poor,High,Low,High,Moderate,Low,Low,NAP_NATURAL
NLA12_IL-111,1,MAN_MADE,Good,Poor,Good,Poor,Small,Good,Good,Fair,Good,High,Not Assessed,Medium,Moderate,High,Low,TPL_MAN_MADE
NLA12_CT-105,1,NATURAL_ENH,Poor,Good,Poor,Poor,Small,Good,Poor,Good,Poor,High,Medium,Medium,Moderate,Moderate,Low,NAP_NATURAL
NLA12_TN-106,1,MAN_MADE,Good,Fair,Good,Fair,Small,Good,Fair,Fair,Good,Low,Not Assessed,Medium,Moderate,Low,No Detect,CPL_MAN_MADE
NLA12_UT-264,1,RESERVOIR,Poor,Fair,Poor,Poor,Large,Good,Good,Poor,Good,High,Not Assessed,Medium,High,High,No Detect,WMT_MAN_MADE
NLA12_CO-103,1,RESERVOIR,Not Assessed,Good,Good,Good,Large,Poor,Poor,Poor,Poor,Low,Not Assessed,Low,Low,Low,No Detect,SPL_MAN_MADE
NLA12_UT-343,1,NATURAL,Poor,Good,Poor,Poor,Large,Poor,Poor,Poor,Poor,Medium,Medium,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_UT-359,1,RESERVOIR,Not Assessed,Good,Poor,Poor,Large,Poor,Poor,Poor,Poor,Medium,Not Assessed,Low,High,High,Low,XER_MAN_MADE
NLA12_IN-193,1,MAN_MADE,Good,Poor,Good,Good,Large,Poor,Poor,Poor,Poor,Low,Not Assessed,Medium,Low,Low,Low,TPL_MAN_MADE
NLA12_NJ-105,1,MAN_MADE,Good,Good,Fair,Good,Small,Good,Good,Poor,Poor,Medium,Not Assessed,Medium,Low,Low,No Detect,NAP_MAN_MADE
NLA12_IN-199,1,NATURAL,Fair,Good,Good,Fair,Small,Fair,Fair,Fair,Good,Low,Medium,Low,Moderate,Moderate,No Detect,UMW_NATURAL
NLA12_WA-159,1,NATURAL,Fair,Poor,Fair,Fair,Small,Good,Good,Poor,Good,Low,Not Assessed,Low,Low,High,Low,XER_NATURAL
NLA12_TN-122,1,MAN_MADE,Good,Fair,Good,Fair,Small,Good,Good,Fair,Good,Low,Not Assessed,Medium,Moderate,Low,Low,CPL_MAN_MADE
NLA12_MO-106,1,RESERVOIR,Poor,Poor,Poor,Poor,Small,Good,Good,Good,Good,Low,Not Assessed,Medium,High,High,No Detect,SAP_MAN_MADE
NLA12_MA-106,1,MAN_MADE,Good,Fair,Good,Good,Small,Good,Fair,Fair,Fair,High,Not Assessed,High,Low,Low,Low,NAP_MAN_MADE
NLA12_IL-105,1,MAN_MADE,Good,Good,Good,Good,Small,Good,Good,Fair,Good,High,Not Assessed,Medium,Moderate,High,Low,TPL_MAN_MADE
NLA12_MA-109,1,NATURAL,Fair,Good,Good,Good,Small,Poor,Poor,Poor,Poor,High,Medium,High,Low,Low,Low,NAP_NATURAL
NLA12_NJ-106,1,MAN_MADE,Fair,Good,Poor,Poor,Small,Good,Fair,Poor,Fair,Medium,Not Assessed,Medium,Moderate,Low,Low,NAP_MAN_MADE
NLA12_DE-107,1,MAN_MADE,Good,Poor,Fair,Good,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Low,Low,No Detect,CPL_MAN_MADE
NLA12_WY-137,1,NATURAL,Good,Good,Good,Good,Small,Good,Good,Fair,Good,Low,Not Assessed,Low,Low,Low,Low,XER_NATURAL
NLA12_CO-104,1,RESERVOIR,Not Assessed,Good,Poor,Poor,Large,Poor,Poor,Fair,Fair,Low,Not Assessed,Low,High,High,High,SPL_MAN_MADE
NLA12_NY-0112,1,NATURAL,Fair,Fair,Fair,Poor,Small,Good,Good,Fair,Good,Medium,Medium,Medium,Low,Low,No Detect,NAP_NATURAL
NLA12_ME-113,1,NATURAL,Poor,Good,Good,Fair,Small,Good,Good,Good,Good,High,Medium,High,Moderate,Moderate,No Detect,NAP_NATURAL
NLA12_MA-110,1,NATURAL,Good,Fair,Good,Good,Small,Poor,Poor,Fair,Poor,High,Medium,Medium,Low,Low,Low,NAP_NATURAL
NLA12_TN-119,1,MAN_MADE,Poor,Good,Poor,Poor,Small,Good,Good,Good,Good,High,Not Assessed,Medium,Moderate,Moderate,High,SAP_MAN_MADE
NLA12_TN-108,2,MAN_MADE,Poor,Poor,Poor,Poor,Large,Poor,Poor,Poor,Poor,Medium,Not Assessed,Medium,Moderate,High,Low,SAP_MAN_MADE
NLA12_MA-103,1,RESERVOIR,Good,Fair,Good,Fair,Small,Good,Good,Fair,Good,High,Not Assessed,High,Low,Low,No Detect,NAP_MAN_MADE
NLA12_TN-103,1,RESERVOIR,Poor,Good,Poor,Poor,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Moderate,High,No Detect,SAP_MAN_MADE
NLA12_SD-146,1,NATURAL,Fair,Poor,Poor,Good,Small,Fair,Poor,Poor,Poor,Medium,Medium,Medium,Low,Low,No Detect,TPL_NATURAL
NLA12_TN-101,2,MAN_MADE,Fair,Poor,Poor,Poor,Small,Good,Poor,Fair,Poor,Low,Not Assessed,Medium,Moderate,High,Low,SAP_MAN_MADE
NLA12_WA-151,1,RESERVOIR,Not Assessed,Good,Good,Good,Medium,Good,Good,Good,Good,High,Not Assessed,Medium,No Detect,Low,No Detect,WMT_MAN_MADE
NLA12_WY-147,1,RESERVOIR,Good,Good,Good,Good,Large,Good,Good,Fair,Good,Low,Not Assessed,Low,Moderate,Moderate,No Detect,XER_MAN_MADE
NLA12_OR-163,1,NATURAL,Good,Poor,Good,Good,Small,Good,Good,Fair,Good,High,Low,Medium,Low,Low,No Detect,WMT_NATURAL
NLA12_OR-158,1,NATURAL_ENH,Poor,Poor,Poor,Poor,Small,Good,Good,Fair,Good,Medium,Medium,Low,High,Not Assessed,No Detect,WMT_NATURAL
NLA12_OH-105,1,RESERVOIR,Not Assessed,Good,Fair,Poor,Medium,Good,Fair,Poor,Poor,Low,Not Assessed,Medium,High,High,Low,TPL_MAN_MADE
NLA12_MT-162,1,NATURAL,Fair,Good,Good,Good,Large,Good,Good,Good,Good,Medium,Medium,Medium,Low,Not Assessed,No Detect,WMT_NATURAL
NLA12_OH-113,1,MAN_MADE,Poor,Poor,Poor,Poor,Medium,Poor,Poor,Fair,Poor,Low,Not Assessed,Medium,Moderate,Moderate,Low,SAP_MAN_MADE
NLA12_IN-135,1,MAN_MADE,Good,Poor,Good,Good,Small,Good,Good,Good,Good,High,Not Assessed,Medium,Moderate,Moderate,No Detect,TPL_MAN_MADE
NLA12_TX-232,1,MAN_MADE,Good,Fair,Poor,Good,Medium,Good,Good,Fair,Good,Medium,Not Assessed,Medium,Low,High,No Detect,CPL_MAN_MADE
NLA12_NY-0103,1,MAN_MADE,Good,Good,Good,Good,Small,Fair,Fair,Fair,Fair,High,Medium,High,Low,Low,No Detect,NAP_MAN_MADE
NLA12_AZ-102,1,RESERVOIR,Poor,Poor,Poor,Poor,Large,Good,Good,Fair,Good,Low,Not Assessed,Medium,High,Low,Low,WMT_MAN_MADE
NLA12_IN-155,1,MAN_MADE,Good,Poor,Good,Good,Medium,Good,Good,Good,Good,Medium,Not Assessed,Medium,Low,Low,No Detect,TPL_MAN_MADE
NLA12_IN-201,1,MAN_MADE,Good,Poor,Poor,Fair,Small,Good,Good,Good,Good,High,Not Assessed,Medium,Moderate,Moderate,No Detect,TPL_MAN_MADE
NLA12_TX-161,1,MAN_MADE,Poor,Fair,Fair,Poor,Small,Good,Good,Fair,Good,Low,Not Assessed,Low,Moderate,High,No Detect,CPL_MAN_MADE
NLA12_TN-104,1,RESERVOIR,Poor,Good,Good,Good,Large,Good,Good,Fair,Fair,Not Assessed,Not Assessed,Not Assessed,Low,Moderate,No Detect,SAP_MAN_MADE
NLA12_TX-235,1,MAN_MADE,Fair,Poor,Poor,Poor,Small,Good,Good,Fair,Good,Medium,Not Assessed,Medium,High,Low,No Detect,CPL_MAN_MADE
NLA12_NJ-103,1,MAN_MADE,Poor,Good,Poor,Poor,Large,Poor,Poor,Poor,Poor,High,Not Assessed,High,Moderate,High,Low,SAP_MAN_MADE
NLA12_IN-202,1,MAN_MADE,Good,Good,Good,Fair,Medium,Poor,Fair,Fair,Good,Low,Not Assessed,Medium,Moderate,Moderate,No Detect,TPL_MAN_MADE
NLA12_NJ-108,1,MAN_MADE,Good,Poor,Fair,Good,Small,Good,Good,Fair,Good,High,Not Assessed,High,Low,Low,No Detect,CPL_MAN_MADE
NLA12_TX-129,1,RESERVOIR,Fair,Fair,Poor,Poor,Small,Good,Good,Good,Good,Low,Not Assessed,Low,Low,Low,No Detect,CPL_MAN_MADE
NLA12_IL-123,1,MAN_MADE,Not Assessed,Poor,Poor,Poor,Small,Good,Good,Fair,Good,Medium,Not Assessed,Low,High,High,Low,TPL_MAN_MADE
NLA12_UT-397,1,RESERVOIR,Fair,Good,Fair,Good,Large,Poor,Poor,Poor,Poor,Medium,Not Assessed,Low,Low,Not Assessed,No Detect,WMT_MAN_MADE
NLA12_UT-412,1,RESERVOIR,Poor,Poor,Fair,Poor,Small,Good,Poor,Poor,Poor,High,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_UT-424,1,RESERVOIR,Poor,Poor,Poor,Fair,Large,Poor,Poor,Poor,Poor,High,Not Assessed,Medium,Low,Low,No Detect,WMT_MAN_MADE
NLA12_UT-392,1,RESERVOIR,Not Assessed,Good,Fair,Fair,Large,Poor,Poor,Poor,Poor,Low,Not Assessed,Low,Low,Moderate,Low,XER_MAN_MADE
NLA12_CA-223,1,MAN_MADE,Good,Good,Good,Good,Medium,Good,Good,Fair,Good,High,Not Assessed,High,Low,Low,No Detect,WMT_MAN_MADE
NLA12_WA-154,1,NATURAL,Good,Fair,Poor,Fair,Small,Fair,Good,Fair,Good,High,Low,Medium,Moderate,Low,No Detect,WMT_NATURAL
NLA12_WA-110,1,NATURAL,Good,Fair,Good,Good,Small,Good,Good,Fair,Good,High,Low,High,Low,Low,No Detect,WMT_NATURAL
NLA12_UT-409,1,NATURAL_ENH,Poor,Good,Poor,Poor,Medium,Good,Poor,Fair,Poor,Low,Medium,Medium,Moderate,High,No Detect,XER_NATURAL
NLA12_TX-234,1,MAN_MADE,Good,Poor,Poor,Fair,Medium,Good,Good,Poor,Fair,Medium,Not Assessed,Low,Low,Moderate,No Detect,SPL_MAN_MADE
NLA12_TX-196,1,RESERVOIR,Good,Good,Poor,Poor,Large,Fair,Fair,Fair,Fair,Medium,Not Assessed,Low,Moderate,High,No Detect,SPL_MAN_MADE
NLA12_UT-400,1,NATURAL_ENH,Poor,Good,Poor,Poor,Small,Good,Good,Poor,Good,Low,Low,Low,Low,High,No Detect,XER_NATURAL
NLA12_MO-102,1,RESERVOIR,Poor,Good,Poor,Poor,Small,Poor,Poor,Fair,Fair,Medium,Not Assessed,Medium,Moderate,High,Low,SAP_MAN_MADE
