SITE_ID,VISIT_NO,TSTATE_TP,TSTATE_TN,TSTATE_CHL,TSTATE_SECCHI
NLA06608-1401,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1403,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,1: OLIGOTROPHIC (<= 2 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1413,1,2: MESOTROPHIC (>10-25 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1414,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1417,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1420,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1421,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1425,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1426,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1432,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1434,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1435,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1436,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1439,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1445,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1446,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),9: NO DATA
NLA06608-1447,1,2: MESOTROPHIC (>10-25 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1450,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1454,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1455,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1460,1,2: MESOTROPHIC (>10-25 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1461,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1462,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1465,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1469,1,4: HYPEREUTROPHIC (>50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1473,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1476,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1481,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1482,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1483,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1484,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1487,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1488,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1489,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1492,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1496,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1499,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1504,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1508,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1510,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1511,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1515,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1517,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1521,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1524,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1527,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1529,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1532,1,3: EUTROPHIC (>25-50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1537,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1538,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1544,1,3: EUTROPHIC (>25-50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1556,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1558,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),5: CLEAR TO BOTTOM
NLA06608-1560,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1561,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1562,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1564,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1568,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1569,1,2: MESOTROPHIC (>10-25 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1572,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1575,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1576,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1577,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1578,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1579,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1586,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),5: CLEAR TO BOTTOM
NLA06608-1593,1,4: HYPEREUTROPHIC (>50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1595,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1596,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1600,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1602,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1608,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,4: HYPEREUTROPHIC (> 30 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1610,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),9: NO DATA
NLA06608-1617,1,3: EUTROPHIC (>25-50 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),3: EUTROPHIC (>7 to 30 mg/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1623,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1626,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1630,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1631,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1633,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,1: OLIGOTROPHIC (<= 2 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1637,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1638,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1640,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1641,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,2: MESOTROPHIC (>2-7 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1643,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1652,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1654,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1655,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1668,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1672,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1674,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1675,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1679,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1684,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1684,2,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1687,1,4: HYPEREUTROPHIC (>50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1690,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1695,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1703,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1704,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,4: HYPEREUTROPHIC (> 30 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1706,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),5: CLEAR TO BOTTOM
NLA06608-1707,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1711,1,2: MESOTROPHIC (>10-25 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1715,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1717,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1719,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1723,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1724,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,4: HYPEREUTROPHIC (> 30 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1733,1,3: EUTROPHIC (>25-50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1735,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,4: HYPEREUTROPHIC (> 30 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1736,1,3: EUTROPHIC (>25-50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1739,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1740,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1741,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1742,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1748,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1753,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),5: CLEAR TO BOTTOM
NLA06608-1755,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1758,1,1: OLIGOTROPHIC (<= 10 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,2: MESOTROPHIC (>2-7 ug/L),5: CLEAR TO BOTTOM
NLA06608-1771,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1775,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1781,1,3: EUTROPHIC (>25-50 ug/L),3: EUTROPHIC (>0.75 to 1.4 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1782,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1789,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1791,1,1: OLIGOTROPHIC (<= 10 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1793,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),2: MESOTROPHIC (>2-7 ug/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1800,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,4: HYPEREUTROPHIC (> 30 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1802,1,2: MESOTROPHIC (>10-25 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,2: MESOTROPHIC (>2-7 ug/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1804,1,4: HYPEREUTROPHIC (>50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1808,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1810,1,3: EUTROPHIC (>25-50 ug/L),2: MESOTROPHIC (>0.35-0.75 mg/,3: EUTROPHIC (>7 to 30 mg/L),4: HYPEREUTROPHIC (<= 0.7 m)
NLA06608-1811,1,3: EUTROPHIC (>25-50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),3: EUTROPHIC (>7 to 30 mg/L),3: EUTROPHIC (0.7-2.1 m)
NLA06608-1812,1,3: EUTROPHIC (>25-50 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),3: EUTROPHIC (>7 to 30 mg/L),2: MESOTROPHIC (2.1-4 m)
NLA06608-1818,1,1: OLIGOTROPHIC (<= 10 ug/L),1: OLIGOTROPHIC (<= 0.35 mg/L),1: OLIGOTROPHIC (<= 2 ug/L),1: OLIGOTROPHIC (> 4 m)
NLA06608-1821,1,4: HYPEREUTROPHIC (>50 ug/L),4: HYPEREUTROPHIC (> 1.4 ug/L),4: HYPEREUTROPHIC (> 30 ug/L),4: HYPEREUTROPHIC (<= 0.7 m)
