SITE_ID,VISIT_NO,SAMPLE_CATEGORY,SAMPLE_ID_CHEM,PH_LAB,PHLAB_FLAG,COND,COND_FLAG,COND_RL_ALERT,ANC,ANC_FLAG,TURB,TURB_FLAG,TURB_RL_ALERT,TOC,TOC_FLAG,TOC_RL_ALERT,DOC,DOC_FLAG,DOC_RL_ALERT,NH4N_PPM,NH4_FLAG,NH4_RL_ALERT,NO3_NO2,NO3NO2_FLAG,NO3NO2_RL_ALERT,NO3N_PPM,NO3_FLAG,NO3_RL_ALERT,NTL,NTL_FLAG,NTL_RL_ALERT,PTL,PTL_FLAG,PTL_RL_ALERT,CHLA,CHLA_RL_ALERT,FLAG_FLD_CHLA,COMMENT_FLD_CHLA,FLAG_LAB_CHLA,CL_PPM,CL_FLAG,CL_RL_ALERT,SO4_PPM,SO4_FLAG,SO4_RL_ALERT,CA_PPM,CA_FLAG,CA_RL_ALERT,MG_PPM,MG_FLAG,MG_RL_ALERT,NA_PPM,NA_FLAG,NA_RL_ALERT,K_PPM,K_FLAG,K_RL_ALERT,COLOR,COLOR_FLAG,COLOR_RL_ALERT,SIO2,SIO2_FLAG,SIO2_RL_ALERT,CATSUM,ANSUM2,SOBC,SECMEAN,CLEAR_TO_BOTTOM,COMMENT_SECCHI,FLAG_SECCHI,COMMENT_FLD_CHEM,COMMENT_LAB_CHEM
NLA06608-0943,1,P,512781,7.05,NA,21.02,NA,N,130.31,NA,1.91,<RL (2),Y,1.17,NA,N,1.24,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,93,NA,N,5,NA,N,2.288,N,NA,NA,NA,1.006,NA,N,0.734,NA,N,1.146,NA,N,0.477,NA,N,1.235,NA,N,0.64,NA,N,5,<RL (5),N,6.866,NA,N,166.9,174.06,166.53,3.05,NA,NA,NA,NA,NA
NLA06608-0944,1,P,514471,7.92,NA,404.2,NA,N,1243.86,NA,296,NA,N,7.48,NA,N,7.34,NA,N,0.11,NA,N,0.027,NA,N,0.039,NA,N,1419,NA,N,523,NA,N,25.227,N,NA,NA,NA,1.393,NA,N,122.902,NA,N,10.44,NA,N,5.432,NA,N,59.9,NA,N,4.405,NA,N,33,NA,N,11.489,NA,N,3693.67,3844.77,3686.12,0.04,NA,NA,NA,NA,NA
NLA06608-0946,1,P,509101,7.29,NA,77.46,NA,N,269.41,NA,1.82,<RL (2),Y,5.72,NA,N,5.32,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,552,NA,N,30,NA,N,14.96,N,NA,NA,NA,11.231,NA,N,3,NA,N,4.229,NA,N,1.729,NA,N,5.906,NA,N,1.5,NA,N,23,NA,N,0.506,NA,N,648.9,648.7,648.56,1.77,NA,ACTUAL DEPTH 2.07M,NA,NA,NA
NLA06608-0950,1,P,508401,8.36,NA,670.6,NA,N,3143.39,NA,1.19,<RL (2),Y,3.14,NA,N,3.28,NA,N,0.017,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,234,NA,N,20,NA,N,1.723,N,NA,NA,NA,7.224,NA,N,170.883,NA,N,53.32,NA,N,17.99,NA,N,55.5,NA,N,2.639,NA,N,8,NA,N,2.91,NA,N,6623.74,6904.94,6622.64,5.55,NA,NA,NA,NA,NA
NLA06608-0955,1,P,502791,7.52,NA,92.07,NA,N,589.12,NA,2.1,NA,N,4.91,NA,N,4.67,NA,N,0.015,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,288,NA,N,10,NA,N,2.784,N,NA,NA,NA,5.125,NA,N,4.675,NA,N,11.53,NA,N,1.775,NA,N,2.725,NA,N,0.912,NA,N,14,NA,N,5.014,NA,N,864.35,831.04,863.27,2.75,NA,NA,NA,NA,NA
NLA06608-0957,1,P,502541,6.93,NA,61.78,NA,N,164.69,NA,0.846,<RL (2),Y,3.63,NA,N,3.79,NA,N,0.018,<RL (0.02),Y,0.028,NA,N,0.034,NA,N,276,NA,N,8,NA,N,2.16,N,NA,NA,NA,0.884,NA,N,14.012,NA,N,5.421,NA,N,1.852,NA,N,1.273,NA,N,0.982,NA,N,9,NA,N,3.227,NA,N,504.79,483.9,503.39,4.28,NA,NA,NA,NA,NA
NLA06608-0958,1,P,507881,7.95,NA,151.2,NA,N,1473.93,NA,3.19,NA,N,8.52,NA,N,8.23,NA,N,0.015,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,511,NA,N,18,NA,N,8.56,N,NA,NA,NA,1.565,NA,N,1.574,NA,N,19.89,NA,N,4.709,NA,N,3.253,NA,N,1.033,NA,N,14,NA,N,9.726,NA,N,1548.96,1550.85,1547.92,1.65,NA,NA,NA,NA,NA
NLA06608-0961,1,P,510911,7.54,NA,49.25,NA,N,294.75,NA,1.27,<RL (2),Y,2.12,NA,N,2.26,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,189,NA,N,11,NA,N,3.64,N,NA,NA,NA,0.623,NA,N,6.646,NA,N,4.361,NA,N,1.588,NA,N,1.861,NA,N,0.645,NA,N,0,<RL (5),Y,8.914,NA,N,446.18,450.72,445.73,3.53,NA,NA,NA,NA,NA
NLA06608-0962,1,P,510361,7.92,NA,330.7,NA,N,3446.32,NA,1.29,<RL (2),Y,2.31,NA,N,1.93,NA,N,0.011,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,190,NA,N,6,NA,N,1.396,N,NA,NA,NA,3.487,NA,N,6.694,NA,N,37.89,NA,N,16.65,NA,N,3.257,NA,N,0.549,NA,N,4,<RL (5),Y,4.575,NA,N,3417.29,3684.06,3416.52,6.2,NA,NA,NA,NA,NA
NLA06608-0967,1,P,513271,8.5,NA,1136,NA,N,4787.53,NA,9.74,NA,N,17.65,NA,N,16.89,NA,N,0.049,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1998,NA,N,1016,NA,N,15.5,N,NA,NA,NA,23.363,NA,N,306.183,NA,N,46.06,NA,N,31.1,NA,N,130.2,NA,N,20.27,NA,N,64,NA,N,34.039,NA,N,11042.4,11821.24,11039.38,0.58,NA,NA,NA,NA,NA
NLA06608-0968,1,P,502101,8.65,NA,569.7,NA,N,4269.69,NA,22.2,NA,N,27.14,NA,N,24.21,NA,N,0.049,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,3553,NA,N,145,NA,N,47.6,N,NA,NA,NA,56.47,NA,N,6.813,NA,N,26.9,NA,N,42.62,NA,N,17.02,NA,N,6.797,NA,N,20,NA,N,13.547,NA,N,5766.46,6004.33,5763.6,0.32,NA,NA,NA,NA,NA
NLA06608-0970,1,P,502171,6.48,NA,28.38,NA,N,202.77,NA,0.564,<RL (2),Y,2.61,NA,N,2.53,NA,N,0.015,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,140,NA,N,3,<RL (4),Y,0.86,N,NA,NA,NA,0.309,NA,N,2.033,NA,N,3.304,NA,N,0.519,NA,N,1.16,NA,N,0.532,NA,N,14,NA,N,3.121,NA,N,273.04,254.14,271.64,5.5,NA,NA,NA,NA,NA
NLA06608-0971,1,P,511501,8.57,NA,326.8,NA,N,2742.34,NA,4.05,NA,N,4.23,NA,N,4.19,NA,N,0.01,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,787,NA,N,54,NA,N,28.584,N,NA,NA,NA,12.192,NA,N,18.698,NA,N,33.06,NA,N,18.67,NA,N,4.469,NA,N,2.788,NA,N,4,<RL (5),Y,1.312,NA,N,3452.31,3475.52,3451.71,1.27,NA,NA,NA,NA,NA
NLA06608-0972,1,P,505001,7.54,NA,311.8,NA,N,1340.1,NA,140,NA,N,6.34,NA,N,5.47,NA,N,0.123,NA,N,0.121,NA,N,0.125,NA,N,938,NA,N,619,NA,N,13.36,N,NA,NA,NA,13.172,NA,N,56.39,NA,N,28.77,NA,N,6.543,NA,N,15.17,NA,N,5.479,NA,N,34,NA,N,12.277,NA,N,2782.69,2894.62,2774.03,0.1,NA,NA,NA,NA,NA
NLA06608-0974,1,P,510681,8.07,NA,100.3,NA,N,940,NA,0.637,<RL (2),Y,4.28,NA,N,4.36,NA,N,0.014,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,101,NA,N,4,<RL (4),N,1.684,N,NA,NA,NA,0.296,NA,N,4.711,NA,N,13.41,NA,N,3.652,NA,N,1.167,NA,N,1.034,NA,N,5,<RL (5),N,8.401,NA,N,1047.84,1046.44,1046.88,5.45,NA,NA,NA,NA,NA
NLA06608-0979,1,P,503131,7.46,NA,392.1,NA,N,2196.94,NA,1.07,<RL (2),Y,7.96,NA,N,7.52,NA,N,0.055,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,952,NA,N,68,NA,N,3.754,N,NA,NA,NA,44.503,NA,N,15.936,NA,N,33.8,NA,N,12.27,NA,N,19.26,NA,N,5.349,NA,N,14,NA,N,2.321,NA,N,3674.77,3784.01,3670.87,3.52,NA,NA,NA,NA,NA
NLA06608-0980,1,P,513191,7.89,NA,120.4,NA,N,875.51,NA,11.5,NA,N,8.51,NA,N,7.54,NA,N,0.027,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,923,NA,N,176,NA,N,84,N,NA,NA,IM,3.015,NA,N,8.645,NA,N,14.57,NA,N,2.787,NA,N,1.937,NA,N,4.134,NA,N,30,NA,N,5.279,NA,N,1148.24,1140.55,1146.37,0.4,NA,NA,NA,NA,NA
NLA06608-0982,1,P,509361,7.47,NA,57.62,NA,N,279.35,NA,0.561,<RL (2),Y,5.54,NA,N,5.36,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,248,NA,N,6,NA,N,2.08,N,NA,NA,NA,5.129,NA,N,3.084,NA,N,5.065,NA,N,0.731,NA,N,4.242,NA,N,0.869,NA,N,19,NA,N,2.891,NA,N,520.17,488.26,519.64,4.5,NA,NA,NA,NA,NA
NLA06608-0984,1,P,516931,7,NA,105.3,NA,N,825.42,NA,21.9,NA,N,6.83,NA,N,6.25,NA,N,0.015,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,878,NA,N,115,NA,N,32.64,N,NA,NA,NA,4.269,NA,N,2.731,NA,N,8.868,NA,N,3.398,NA,N,2.464,NA,N,6.469,NA,N,22,NA,N,4.547,NA,N,995.93,1002.79,994.76,0.38,NA,NA,NA,NA,NA
NLA06608-0986,1,P,505511,7.1,NA,38.27,NA,N,168.19,NA,1.61,<RL (2),Y,3.55,NA,N,3.14,NA,N,0.015,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,186,NA,N,7,NA,N,5.216,N,NA,NA,NA,4.222,NA,N,1.906,NA,N,1.308,NA,N,0.854,NA,N,3.368,NA,N,0.928,NA,N,5,<RL (5),N,4.083,NA,N,306.92,327.04,305.78,2.46,NA,NA,NA,NA,NA
NLA06608-0987,1,P,513511,9.07,NA,301.3,NA,N,2299.88,NA,5.59,NA,N,15.54,NA,N,12.8,NA,N,0.021,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1800,NA,N,40,NA,N,38.304,N,NA,NA,NA,23.614,NA,N,4.862,NA,N,29.46,NA,N,11.24,NA,N,10.2,NA,N,3.918,NA,N,19,NA,N,1.292,NA,N,2939.8,3067.16,2938.86,0.85,NA,NA,NA,NA,NA
NLA06608-0989,1,P,510971,7.29,NA,45.5,NA,N,236.85,NA,12.2,NA,N,7.09,NA,N,6.04,NA,N,0.014,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,856,NA,N,56,NA,N,65.2,N,NA,NA,IM,2.608,NA,N,2.783,NA,N,2.287,NA,N,0.804,NA,N,3.641,NA,N,1.458,NA,N,26,NA,N,7.069,NA,N,376.99,368.4,375.95,0.4,NA,NA,NA,NA,NA
NLA06608-0990,1,P,502011,8.7,NA,200.8,NA,N,2054.68,NA,6.59,NA,N,7.79,NA,N,7.29,NA,N,0.015,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,960,NA,N,40,NA,N,20.32,N,NA,NA,NA,3.148,NA,N,4.164,NA,N,25.91,NA,N,7.711,NA,N,2.853,NA,N,0.965,NA,N,12,NA,N,13.269,NA,N,2077.07,2230.17,2076.21,1.05,NA,NA,NA,NA,NA
NLA06608-0993,1,P,517511,6.65,NA,29.65,NA,N,108.42,NA,0.32,<RL (2),Y,3.09,NA,N,3.21,NA,N,0.011,<RL (0.02),Y,0.299,NA,N,0.302,NA,N,551,NA,N,1,<RL (4),Y,0.528,N,NA,NA,NA,0.326,NA,N,4.495,NA,N,3.772,NA,N,0.305,NA,N,0.622,NA,N,0.254,NA,N,11,NA,N,5.088,NA,N,247.88,232.99,246.87,8.4,NA,NA,NA,NA,NA
NLA06608-0994,1,P,509451,6.49,NA,29.94,NA,N,47.86,NA,1.2,<RL (2),Y,4.18,NA,N,4.28,NA,N,0.019,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,214,NA,N,5,NA,N,3.744,N,NA,NA,NA,3.355,NA,N,3.338,NA,N,1.61,NA,N,0.301,NA,N,2.248,NA,N,0.337,NA,N,19,NA,N,0.616,NA,N,213.19,212.31,211.51,3.15,NA,NA,NA,NA,NA
NLA06608-0996,1,P,503521,8.67,NA,712.3,NA,N,1165.94,NA,1.66,<RL (2),Y,6.96,NA,N,6.61,NA,N,0.022,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,449,NA,N,9,NA,N,2.352,N,NA,NA,IM,9.79,NA,N,277.03,NA,N,38.43,NA,N,36.38,NA,N,54.52,NA,N,0.785,NA,N,10,NA,N,0.268,NA,N,7304.14,7209.84,7302.86,NA,Y,NA,NA,NA,NA
NLA06608-0997,1,P,507731,8.47,NA,200.3,NA,N,1530.77,NA,0.54,<RL (2),Y,2.72,NA,N,2.64,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,204,NA,N,4,<RL (4),N,1.504,N,NA,NA,NA,10.069,NA,N,8.205,NA,N,23.27,NA,N,4.848,NA,N,6.296,NA,N,0.413,NA,N,4,<RL (5),Y,2.758,NA,N,1844.84,1985.61,1844.53,5.55,NA,NA,NA,NA,NA
NLA06608-1001,1,P,514201,5.57,NA,17.19,NA,N,11.77,NA,3.33,NA,N,7.01,NA,N,5.81,NA,N,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,416,NA,N,24,NA,N,5.28,N,NA,NA,NA,2.53,NA,N,0.671,NA,N,0.423,NA,N,0.44,NA,N,1.227,NA,N,0.399,NA,N,45,NA,N,2.036,NA,N,124.44,99.79,120.89,1.1,NA,NA,NA,NA,NA
NLA06608-1002,1,P,514491,9.43,NA,2695,NA,N,3595.06,NA,1.49,<RL (2),Y,18.36,NA,N,17.81,NA,N,0.057,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1536,NA,N,378,NA,N,1.136,N,NA,NA,NA,5.395,NA,N,1364.746,NA,N,80.42,NA,N,93.9,NA,N,457.7,NA,N,9.611,NA,N,39,NA,N,1.07,NA,N,31896.21,32161.24,31894.47,NA,Y,-ATH:Clear to Bottom Secchi numbers set to missing,NA,NA,NA
NLA06608-1003,1,P,512621,7.81,NA,83.8,NA,N,532.94,NA,1.23,<RL (2),Y,5.88,NA,N,5.62,NA,N,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,524,NA,N,12,NA,N,3.816,N,NA,NA,NA,4.423,NA,N,5.851,NA,N,7.87,NA,N,3.243,NA,N,2.148,NA,N,0.05,<RL (0.1),Y,5,<RL (5),N,0.312,NA,N,755.13,779.53,754.28,3.55,NA,NA,NA,NA,NA
NLA06608-1005,1,P,514161,6.66,NA,75.16,NA,N,578.84,NA,16.6,NA,N,5.6,NA,N,4.28,NA,N,0.019,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,425,NA,N,40,NA,N,22.88,N,NA,NA,NA,3.948,NA,N,1.046,NA,N,5.653,NA,N,1.782,NA,N,4.493,NA,N,1.036,NA,N,8,NA,N,18.962,NA,N,652.23,712.19,650.65,0.83,NA,NA,NA,NA,NA
NLA06608-1006,1,P,503661,9.08,NA,2095,NA,N,14541.12,NA,23.5,NA,N,39.14,NA,N,26.51,NA,N,0.01,<RL (0.02),Y,0.035,NA,N,0.195,NA,N,3391,NA,N,278,NA,N,34.2,N,NA,NA,NA,17.525,NA,N,475.44,NA,N,13.14,NA,N,98.82,NA,N,345.7,NA,N,46.58,NA,N,20,NA,N,19.464,NA,N,25016.31,24948.01,25015.87,0.38,NA,NA,NA,NA,NA
NLA06608-1007,1,P,510291,8.13,NA,234.2,NA,N,1721.99,NA,3.41,NA,N,5.91,NA,N,5.45,NA,N,0.011,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,479,NA,N,30,NA,N,9.26,N,NA,NA,NA,6.178,NA,N,19.672,NA,N,27.2,NA,N,7.701,NA,N,3.924,NA,N,2.655,NA,N,8,NA,N,2.229,NA,N,2230.31,2305.83,2229.57,1.5,NA,NA,NA,NA,NA
NLA06608-1008,1,P,514501,8.42,NA,319.5,NA,N,2590.8,NA,1.17,<RL (2),Y,1.66,NA,N,1.8,NA,N,0.013,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,86,NA,N,4,<RL (4),N,0.52,N,NA,NA,NA,0.471,NA,N,38.581,NA,N,36.34,NA,N,17.68,NA,N,1.865,NA,N,0.51,NA,N,4,<RL (5),Y,3.919,NA,N,3363.21,3407.35,3362.38,4.75,NA,NA,NA,NA,NA
NLA06608-1010,1,P,513011,8.08,NA,323.1,NA,N,2081.18,NA,7.73,NA,N,3.33,NA,N,2.88,NA,N,0.005,<RL (0.02),Y,0.175,NA,N,0.218,NA,N,901,NA,N,38,NA,N,22.72,N,NA,NA,NA,25.76,NA,N,9.67,NA,N,28.66,NA,N,9.154,NA,N,17.28,NA,N,1.932,NA,N,11,NA,N,2.813,NA,N,2985,3024.67,2984.45,1.2,NA,NA,NA,NA,NA
NLA06608-1012,1,P,508961,7.75,NA,195.6,NA,N,2154.53,NA,3.71,NA,N,8.54,NA,N,8.47,NA,N,0.139,NA,N,0.032,NA,N,0.083,NA,N,880,NA,N,41,NA,N,7.19,N,NA,NA,NA,2.238,NA,N,1.042,NA,N,26.24,NA,N,5.561,NA,N,2.244,NA,N,4.685,NA,N,28,NA,N,0.62,NA,N,1994.08,2245.29,1984.41,1.6,NA,NA,NA,NA,NA
NLA06608-1014,1,P,510781,8.31,NA,683.3,NA,N,2845.03,NA,1.33,<RL (2),Y,7.75,NA,N,7.65,NA,N,0.014,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,568,NA,N,15,NA,N,9.813,N,NA,NA,NA,108.166,NA,N,19.278,NA,N,41.59,NA,N,16.07,NA,N,58.04,NA,N,3.486,NA,N,3,<RL (5),Y,1.649,NA,N,6012.38,6297.33,6011.47,4.2,NA,NA,NA,NA,NA
NLA06608-1015,1,P,513941,8.65,NA,394.2,NA,N,2794.74,NA,15.6,NA,N,11.61,NA,N,7.47,NA,N,0.013,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1704,NA,N,77,NA,N,66.24,N,NA,NA,NA,29.68,NA,N,29.703,NA,N,29.87,NA,N,28.07,NA,N,7.63,NA,N,2.957,NA,N,12,NA,N,9.817,NA,N,4208.61,4250.31,4207.85,0.42,NA,NA,NA,NA,NA
NLA06608-1016,1,P,507491,7.31,NA,273.1,NA,N,1157.92,NA,20.2,NA,N,11.97,NA,N,10.75,NA,N,0.056,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,749,NA,N,69,NA,N,21.44,N,NA,NA,NA,43.03,NA,N,5.749,NA,N,15.67,NA,N,5.848,NA,N,21.51,NA,N,2.79,NA,N,42,NA,N,9.634,NA,N,2274.15,2492.37,2270.15,0.6,NA,NA,NA,NA,NA
NLA06608-1018,1,P,507481,7.43,NA,45.16,NA,N,315.03,NA,3.48,NA,N,18.17,NA,N,12.42,NA,N,0.013,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1174,NA,N,36,NA,N,7.56,N,NA,NA,IM,0.112,<RL (0.2),Y,2.882,NA,N,5.038,NA,N,1.613,NA,N,1.01,NA,N,0.256,NA,N,22,NA,N,1.842,NA,N,435.56,378.23,434.61,1,NA,NA,NA,NA,NA
NLA06608-1022,1,P,503641,8.72,NA,1441,NA,N,7144.83,NA,45.4,NA,N,34.52,NA,N,28.58,NA,N,0.061,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,5003,NA,N,553,NA,N,138.24,N,NA,NA,NA,21.524,NA,N,448.272,NA,N,62.41,NA,N,116.9,NA,N,75.64,NA,N,31.83,NA,N,33,NA,N,40.895,NA,N,16841.44,17084.96,16837.99,0.38,NA,NA,NA,NA,NA
NLA06608-1024,1,P,510301,8.54,NA,690.8,NA,N,6774.81,NA,2.98,NA,N,20.46,NA,N,24.01,NA,N,0.153,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,439,NA,N,19,NA,N,6.656,N,NA,NA,NA,3.602,NA,N,59.913,NA,N,39.22,NA,N,64.68,NA,N,8.091,NA,N,14.45,NA,N,37,NA,N,23.757,NA,N,8010.3,8123.8,8000.99,1.46,NA,NA,NA,LABEL IS WET - LOOK FOR HANDWRITING ON TOP & SIDE.,NA
NLA06608-1034,1,P,515361,8.55,NA,631.2,NA,N,3645.73,NA,1.13,<RL (2),Y,8.9,NA,N,8.91,NA,N,0.012,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,563,NA,N,5,NA,N,1.984,N,NA,NA,NA,81.774,NA,N,16.255,NA,N,60.04,NA,N,19.21,NA,N,37.67,NA,N,2.029,NA,N,11,NA,N,4.513,NA,N,6267.93,6290.68,6267.2,4.45,NA,NA,NA,NA,NA
NLA06608-1035,1,P,508041,8.71,NA,411.4,NA,N,2015.73,NA,34.3,NA,N,18.79,NA,N,14.71,NA,N,0.027,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,4348,NA,N,160,NA,N,255.6,N,NA,NA,NA,26.641,NA,N,67.704,NA,N,26.77,NA,N,27.54,NA,N,9.84,NA,N,6.402,NA,N,20,NA,N,19.137,NA,N,4195.33,4176.77,4193.79,0.24,NA,NA,NA,NA,NA
NLA06608-1036,1,P,514541,8.21,NA,419.3,NA,N,2659.37,NA,12.6,NA,N,5.71,NA,N,5.09,NA,N,0.017,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,856,NA,N,94,NA,N,39.888,N,NA,NA,NA,31.018,NA,N,30.58,NA,N,47.8,NA,N,8.146,NA,N,17.19,NA,N,3.973,NA,N,13,NA,N,1.798,NA,N,3906.01,4170.95,3904.88,0.55,NA,NA,NA,NA,NA
NLA06608-1037,1,P,517851,8.76,NA,241.5,NA,N,575.38,NA,1.79,<RL (2),Y,3.45,NA,N,3.28,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,441,NA,N,25,NA,N,10.56,N,NA,NA,NA,40.023,NA,N,15.842,NA,N,16.91,NA,N,3.614,NA,N,17.24,NA,N,2.594,NA,N,5,<RL (5),N,5.963,NA,N,1957.94,2034.1,1957.44,1.05,NA,NA,NA,NA,NA
NLA06608-1038,1,P,507871,7.44,NA,51.32,NA,N,349.37,NA,2.02,NA,N,13.35,NA,N,13.3,NA,N,0.013,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,561,NA,N,20,NA,N,4,N,NA,NA,IM,1.188,NA,N,2.716,NA,N,4.147,NA,N,2.98,NA,N,1.616,NA,N,0.316,NA,N,46,NA,N,3.083,NA,N,531.48,439.46,530.53,1.6,NA,NA,NA,NA,NA
NLA06608-1039,1,P,508001,7.33,NA,48.19,NA,N,284.98,NA,21.4,NA,N,12.63,NA,N,7.46,NA,N,0.014,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1454,NA,N,81,NA,N,125.28,N,NA,NA,NA,3.74,NA,N,1.561,NA,N,2.207,NA,N,1.296,NA,N,3.795,NA,N,2.126,NA,N,15,NA,N,10.936,NA,N,437.26,423.02,436.22,0.23,NA,NA,NA,NA,NA
NLA06608-1041,1,P,511941,9.34,NA,4217,NA,N,17949.45,NA,1.11,<RL (2),Y,19.05,NA,N,18.41,NA,N,0.026,NA,N,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1878,NA,N,190,NA,N,3.312,N,NA,NA,NA,347.008,NA,N,899.48,NA,N,16.28,NA,N,35.16,NA,N,796.7,NA,N,79.54,NA,N,7,NA,N,11.901,NA,N,40395.41,46464.33,40394.53,3.53,NA,NA,NA,NA,ANC very high (rwahl).
NLA06608-1044,1,P,502801,8.05,NA,193.5,NA,N,1173.99,NA,3.38,NA,N,2.46,NA,N,2.19,NA,N,0.052,NA,N,0.067,NA,N,0.091,NA,N,344,NA,N,54,NA,N,18.4,N,NA,NA,NA,9.961,NA,N,17.425,NA,N,18.88,NA,N,4.866,NA,N,8.571,NA,N,1.814,NA,N,12,NA,N,2.406,NA,N,1765.26,1824.24,1761.74,1.15,NA,NA,NA,NA,NA
NLA06608-1045,1,P,510111,7.33,NA,300.5,NA,N,1737.35,NA,1.5,<RL (2),Y,2.84,NA,N,2.65,NA,N,0.005,<RL (0.02),Y,0.011,<RL (0.02),Y,0.005,<RL (0.02),Y,236,NA,N,6,NA,N,1.256,N,NA,NA,NA,24.52,NA,N,21.233,NA,N,29.13,NA,N,9.025,NA,N,12.03,NA,N,1.934,NA,N,4,<RL (5),Y,0.618,NA,N,2769.52,2871.51,2768.98,7.3,NA,NA,NA,NA,NA
NLA06608-1047,1,P,514911,7.51,NA,116.6,NA,N,344.18,NA,1.7,<RL (2),Y,5.37,NA,N,5.14,NA,N,0.016,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,285,NA,N,3,<RL (4),Y,9.6,N,NA,NA,NA,10.418,NA,N,17.022,NA,N,6.201,NA,N,2.739,NA,N,8.676,NA,N,2.359,NA,N,5,<RL (5),N,6.677,NA,N,973.69,992.46,972.54,2.27,NA,NA,NA,NA,NA
NLA06608-1052,1,P,505051,8.54,NA,982.6,NA,N,3931.42,NA,11.2,NA,N,10.84,NA,N,10.19,NA,N,0.094,NA,N,0.083,NA,N,0.152,NA,N,1329,NA,N,295,NA,N,28.656,N,NA,NA,NA,85.792,NA,N,183.877,NA,N,92.55,NA,N,25.43,NA,N,59.71,NA,N,19.46,NA,N,11,NA,N,16.953,NA,N,9811.51,10190.44,9805.79,0.78,NA,NA,NA,NA,NA
NLA06608-1055,1,P,505321,8.48,NA,149.3,NA,N,1215.88,NA,14.4,NA,N,6.94,NA,N,5.57,NA,N,0.014,<RL (0.02),Y,0.005,<RL (0.02),Y,0.005,<RL (0.02),Y,1477,NA,N,88,NA,N,89.712,N,NA,NA,NA,3.146,NA,N,11.408,NA,N,15.71,NA,N,5.996,NA,N,3.604,NA,N,1.204,NA,N,6,NA,N,4.842,NA,N,1465.76,1542.13,1464.89,0.54,NA,NA,NA,NA,NA
