,SITE_ID,DESIGN_YR,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITEID_07,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,RDis_IX,VERTDD,HORIZDD,LitCvrQc3OE,LitRipCvrQc3OE,RVegQc3OE,MICX,B_G_DENS,CHLA,PTL,NTL,TROPHIC_STATE,SEDHG_TOT_TOP,SEDHG_MTH_TOP,MMI_BENT_NLA12,DO2_2M,DIS_O2_CLS,TURB,RVEG_COND,LITCVR_COND,LITRIPCVR_COND,RDIS_COND,DRAWDOWN_COND,MICX_DETECT,MICX_REC,CYNX_REC,CHLX_REC,PTL_COND,NTL_COND,CHLA_COND,SEDHG_TOT_TOP_COND,SEDHG_MTH_TOP_COND,BENT_COND,TURB_COND,REVSAMP_0712
870,NLA06608-1675,2007,WMTNS,WMT,26.12273388,NA,NA,NA,NLA07_BASE,Include,24.839161,JACKSON,15994746,NA,NA,NA,NA,2473,Region_8,NA,NA,143,NA,WMTNS,WMT,NA,,10,10180001,MAN_MADE,NA,40.7073292,-106.4529904,NA,0.017184137,NA,NA,NA,NA,East Delaney Reservoir,,,NA,NA,NA,OverSamp,2.402073528,1.018E+13,T,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,CO,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,21,NA,21i,24.839161,CO,NA,-874078.9165,407549.245,0.536363636,0.44,2.21,0.062216385,0.14543132,0.184633587,0.05,2.618946537,3.01,16,521,Mesotrophic,49.28,NA,18.8,6.5,High (>=5 Ppm),1.35,Poor,Poor,Poor,Fair,Small,No Detect,No Detect,Low,Low,Good,Poor,Fair,Low,Not Assessed,Poor,Fair,N
871,NLA06608-1679,2007,PLNLOW,UMW,40.81625094,NA,NA,NA,NLA07_BASE,Include,81.5811743,JACKSON,12244294,NA,NA,NA,NA,298.88,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,Tims Lake,4,4050004,NATURAL,NA,42.2759991,-84.2180407,NA,0.005801054,NA,NA,NA,NA,Tims Lake,,,NA,NA,NA,OverSamp,3.300389043,4.05E+12,S,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,56,NA,56h,81.5811743,MI_LP,NA,962959.2581,594764.0488,0.568181818,0.1,0.04,1.531713868,0.944007916,0.693070473,0.05,4458.666667,3.12,8,366,Mesotrophic,83.5,0.56,NA,7.233333333,High (>=5 Ppm),1.33,Fair,Good,Good,Fair,Small,No Detect,No Detect,Low,Low,Good,Good,Good,Medium,Medium,Not Assessed,Good,N
872,NLA06608-1687,2007,PLNLOW,TPL,2027.738476,NA,NA,NA,NLA07_BASE,Include,3.9573543,CODINGTON,9371574,NA,NA,NA,NA,521.8,Region_8,NA,NA,143,NA,PLNLOW,TPL,NA,"Kampeska, Lake",10,10170202,NATURAL,NA,44.9287974,-97.2098473,NA,0.12642225,NA,NA,NA,NA,Lake Kampeska,NESLake,4614,NA,NA,NA,OverSamp,22.990338,1.01702E+13,T,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,SD,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,46,NA,46m,3.9573543,SD,NA,-95365.52194,831617.5441,0.9,0,0,0.605938158,0.215349043,0.06147721,0.12,1540.465382,7.52,441,918,Eutrophic,91.08,0.56,NA,7.766666667,High (>=5 Ppm),10.8,Poor,Good,Poor,Poor,Small,Detect,Low,Low,Low,Poor,Good,Good,Medium,Medium,Not Assessed,Poor,N
873,NLA06608-1690,2007,PLNLOW,UMW,12.56896802,NA,NA,NA,NLA07_BASE,Include,123.5177874,GRAND TRAVERSE,12227559,NA,NA,NA,NA,251.99,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,Bridge Lake,4,4060104,NATURAL,NA,44.6394333,-85.7865216,NA,0.003831487,NA,NA,NA,NA,Bridge Lake,,,NA,NA,NA,OverSamp,1.559150221,4.0601E+12,S,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,51,NA,51n,123.5177874,MI_LP,NA,807000.0664,842201.6913,0,0,0,1.520830957,1.563458744,1.683117816,0.05,2492.8,4.63,7,317,Mesotrophic,NA,NA,NA,8,High (>=5 Ppm),1.13,Good,Good,Good,Good,Small,No Detect,No Detect,Low,Low,Good,Good,Good,Not Assessed,Not Assessed,Not Assessed,Good,N
874,NLA06608-1695,2007,WMTNS,WMT,13.5442206,NA,NA,NA,NLA07_BASE,Include,18.5272727,SUMMIT,10037210,NA,NA,NA,NA,3403,Region_8,NA,NA,130,NA,WMTNS,WMT,NA,"Blanchard, Lake",14,14040106,NATURAL,NA,40.8070508,-110.4052879,NA,0.017060691,NA,NA,NA,NA,Lake Blanchard,,,NA,NA,NA,OverSamp,1.899740893,1.40401E+13,S,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,UT,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,19,NA,19a,18.5272727,UT,NA,-1200698.977,461774.3381,0,0.2,0.04,1.137921262,0.732770263,0.635208122,0.05,0,2.29,19,216,Mesotrophic,75.67,NA,56.9,6.966666667,High (>=5 Ppm),3.13,Fair,Good,Fair,Good,Small,No Detect,No Detect,Low,Low,Good,Good,Fair,Medium,Not Assessed,Good,Poor,N
875,NLA06608-1703,2007,PLNLOW,TPL,717.8285035,NA,NA,NA,NLA07_BASE,Include,3.9573543,BEADLE,12694806,NA,NA,NA,NA,379.8,Region_8,NA,NA,143,NA,PLNLOW,TPL,NA,"Byron, Lake",10,10160006,NATURAL,NA,44.5683904,-98.129482,NA,0.12642225,NA,NA,NA,NA,Lake Byron,NESLake,4605,NA,NA,NA,OverSamp,15.97717023,1.016E+13,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,SD,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,46,NA,46n,3.9573543,SD,NA,-168744.8088,792772.707,0.652941177,0,0,0.675331076,0.302864039,0.174396149,0.54,32391.42184,32.04,304,1949,Hypereutrophic,62.39,NA,NA,7.333333333,High (>=5 Ppm),24.8,Poor,Good,Poor,Fair,Small,Detect,Low,Moderate,Moderate,Poor,Poor,Poor,Medium,Not Assessed,Not Assessed,Poor,N
876,NLA06608-1704,2007,PLNLOW,TPL,30.39355766,NA,NA,NA,NLA07_BASE,Include,14.3266867,VERNON,7366487,NA,NA,NA,NA,247.51,Region_7,NA,NA,146,NA,PLNLOW,TPL,NA,,10,10290104,MAN_MADE,NA,37.6681289,-94.4107345,NA,0.018391256,NA,NA,NA,NA,Bushwacker,,,NA,NA,NA,OverSamp,2.701297894,1.02901E+13,S,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,MO,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,40,NA,40d,14.3266867,MO,NA,138851.9612,20003.70195,0.574561404,0.26,0.75,0.891746341,1.146662483,1.347525553,0.21,28049.06667,32.54,42,749,Hypereutrophic,62.11,0.34,68.6,7.6,High (>=5 Ppm),5.12,Good,Good,Good,Fair,Small,Detect,Low,Moderate,Moderate,Good,Good,Poor,Medium,Low,Good,Fair,N
877,NLA06608-1706,2007,PLNLOW,UMW,4.195643546,NA,NA,NA,NLA07_BASE,Include,360.4691768,CLARE,13046459,NA,NA,NA,NA,265.18,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,,4,4080201,NATURAL,NA,43.8526781,-84.7721479,NA,0.001312891,NA,NA,NA,NA,Clark Co. Lake,,,NA,NA,NA,OverSamp,1.139747875,4.0802E+12,T,NA,NA,PROB,"(4,10]",NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,50,NA,50ae,360.4691768,MI_LP,NA,897129.1996,764160.3349,0.417441861,0.04,0,0.590465381,0.315416022,0.19011864,0.05,193.6592593,2.32,6,563,Mesotrophic,NA,NA,NA,10.33333333,High (>=5 Ppm),0.72,Poor,Fair,Poor,Fair,Small,No Detect,No Detect,Low,Low,Good,Good,Good,Not Assessed,Not Assessed,Not Assessed,Good,N
878,NLA06608-1707,2007,PLNLOW,UMW,95.66950529,NA,NA,NA,NLA07_BASE,Include,30.1241115,CASS,12258770,NA,NA,NA,NA,260.38,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,Donnell Lake,4,4050001,NATURAL,NA,41.9088658,-85.8943697,NA,0.015710232,NA,NA,NA,NA,Donnell Lake,,,NA,NA,NA,OverSamp,6.502340086,4.05E+12,T,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,56,NA,56b,30.1241115,MI_LP,NA,830868.4459,538149.1601,0.893617021,0.11,0.04,0.581757111,0.371887643,0.284440495,0.05,13311.51515,3.29,8,723,Mesotrophic,45.89,NA,NA,8.533333333,High (>=5 Ppm),4.36,Poor,Fair,Poor,Poor,Small,No Detect,No Detect,Low,Low,Good,Fair,Good,Low,Not Assessed,Not Assessed,Poor,N
879,NLA06608-1711,2007,EHIGH,SAP,10.35891315,NA,NA,NA,NLA07_BASE,Include,70.2721441,PICKENS,6495042,NA,NA,NA,NA,446.04,Region_4,NA,NA,153,NA,EHIGH,SAP,NA,Sconti Lake,3,3150104,MAN_MADE,NA,34.4520125,-84.2878312,NA,0.007520547,NA,NA,NA,NA,Sconti Lake,,,NA,NA,NA,OverSamp,1.654026429,3.1501E+12,S,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,GA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,66,NA,66g,70.2721441,GA,NA,1065005.616,-275569.2349,0.753921569,0,0,0.294553319,0.267140179,0.304873772,0.05,5407.983741,4.32,12,190,Mesotrophic,NA,1.08,57.8,7.163333333,High (>=5 Ppm),2.53,Poor,Poor,Poor,Poor,Small,No Detect,No Detect,Low,Low,Good,Good,Good,Not Assessed,High,Good,Good,N
880,NLA06608-1715,2007,PLNLOW,SPL,9.844595597,NA,NA,NA,NLA07_BASE,Include,210.5049403,KINNEY,317465,NA,NA,NA,NA,284.04,Region_6,NA,NA,135,NA,PLNLOW,SPL,NA,Arrow Tank,13,13080001,MAN_MADE,NA,29.1748811,-100.6327156,NA,0.001312891,NA,NA,NA,NA,Arrow Tank,,,NA,NA,NA,OverSamp,2.116052877,1.308E+13,S,NA,NA,PROB,"(4,10]",NA,NA,NA,NA,NA,NA,NA,NA,TX,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,31,NA,31c,210.5049403,TX,NA,-450794.7155,-917899.3141,0.452941177,0,0,0.182884303,0.846491272,1.306165716,0.05,41056.88889,8.8,27,582,Eutrophic,20.63,NA,38.8,7.7,High (>=5 Ppm),4.23,Good,Poor,Good,Fair,Small,No Detect,No Detect,Moderate,Low,Good,Good,Fair,Low,Not Assessed,Fair,Fair,N
881,NLA06608-1717,2007,WMTNS,XER,2267.070511,NA,NA,NA,NLA07_BASE,Include,23.0053634,MARIPOSA,21606665,NA,NA,NA,NA,255.73,Region_9,NA,NA,125,NA,WMTNS,XER,NA,,18,18040008,MAN_MADE,NA,37.66379232,-120.2158143,NA,0.025732052,NA,NA,NA,NA,Lake Mcclure,,,NA,NA,NA,OverSamp,135.7417686,1.804E+13,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,6,NA,6b,23.0053634,CA,NA,-2093101.409,286485.0468,0.292857143,40,98,0.360525184,0.154184288,0.083813412,0.05,654.9135803,0.88,3,79,Oligotrophic,NA,NA,NA,8.866666667,High (>=5 Ppm),0.83,Poor,Fair,Poor,Fair,Large,No Detect,No Detect,Low,Low,Good,Good,Good,Not Assessed,Not Assessed,Not Assessed,Good,N
882,NLA06608-1719,2007,PLNLOW,NPL,33.42718178,NA,NA,NA,NLA07_BASE,Include,20.308032,MCPHERSON,12968504,NA,NA,NA,NA,577.7,Region_8,NA,NA,142,NA,PLNLOW,NPL,NA,,10,10160007,NATURAL,NA,45.6946984,-99.3614482,NA,0.024635456,NA,NA,NA,NA,,,,NA,NA,NA,OverSamp,4.702041244,1.016E+13,T,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,SD,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,42,NA,42a,20.308032,SD,NA,-261904.4492,920805.8905,0.532338309,1.5,80,0.254344412,0.109287639,0.057633378,0.05,159434.9786,314.61,441,8803,Hypereutrophic,58.1,NA,0.8,5.9,High (>=5 Ppm),44.5,Poor,Poor,Poor,Fair,Large,No Detect,No Detect,High,High,Poor,Poor,Poor,Medium,Not Assessed,Poor,Poor,N
883,NLA06608-1724,2007,PLNLOW,TPL,19.09846609,NA,NA,NA,NLA07_BASE,Include,75.7237518,PEORIA,13604166,NA,NA,NA,NA,169.97,Region_5,NA,NA,148,NA,PLNLOW,TPL,NA,"Lancelot, Lake",7,7130003,MAN_MADE,NA,40.6317324,-89.7497474,NA,0.00785768,NA,NA,NA,NA,Lake Lancelot,,,NA,NA,NA,OverSamp,3.812969798,7.13E+12,S,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,IL,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,72,NA,72f,75.7237518,IL,NA,523880.395,368196.218,0.707142857,0.08,0.07,0.912168517,1.129390231,1.305053536,0.27,20722.66667,55.28,55,1282,Hypereutrophic,67.78,NA,44.8,12.7,High (>=5 Ppm),13,Good,Good,Good,Fair,Small,Detect,Low,Moderate,High,Fair,Fair,Poor,Medium,Not Assessed,Good,Poor,N
884,NLA06608-1735,2007,PLNLOW,CPL,6.415677321,NA,NA,NA,NLA07_BASE,Include,178.6277277,BEAUREGARD,8329954,NA,NA,NA,NA,49.92,Region_6,NA,NA,141,NA,PLNLOW,CPL,NA,,12,12010005,NATURAL,NA,30.8348446,-93.4365481,NA,0.001312891,NA,NA,NA,NA,,,,NA,NA,NA,OverSamp,1.20514735,1.201E+13,S,NA,NA,PROB,"(4,10]",NA,NA,NA,NA,NA,NA,NA,NA,LA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,35,NA,35f,178.6277277,LA,NA,244541.6365,-741384.9482,0,0.08,0.06,1.675702498,1.496937822,1.133450757,0.05,1252.899364,62,60,679,Hypereutrophic,138.87,0.49,36.1,NA,Not Assessed,7.27,Good,Good,Good,Good,Medium,No Detect,No Detect,Low,High,Poor,Fair,Poor,Medium,Low,Poor,Poor,N
885,NLA06608-1739,2007,WMTNS,WMT,79.54103649,NA,NA,NA,NLA07_BASE,Include,3.3763008,BOULDER,2891030,NA,NA,NA,NA,2494.2,Region_8,NA,NA,143,NA,WMTNS,WMT,NA,Barker Reservoir,10,10190005,MAN_MADE,NA,39.9649178,-105.4935103,NA,0.12642225,NA,NA,NA,NA,Barker Reservoir,NESLake,801,NA,NA,NA,OverSamp,5.191455466,1.019E+13,S,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,CO,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,21,NA,21c,3.3763008,CO,NA,-802422.3357,316373.4959,0.35,0.75,3.45,0.090629428,1.031192271,1.361213584,0.05,4.501142193,2.23,7,157,Mesotrophic,NA,NA,54.9,7.466666667,High (>=5 Ppm),0.517,Good,Poor,Good,Fair,Small,No Detect,No Detect,Low,Low,Good,Good,Fair,Not Assessed,Not Assessed,Good,Good,N
886,NLA06608-1740,2007,PLNLOW,TPL,100.4342907,NA,NA,NA,NLA07_BASE,Include,5.8251172,LAFAYETTE,7500052,NA,NA,NA,NA,230.34,Region_7,NA,NA,146,NA,PLNLOW,TPL,NA,Edwin A Pape Lake,10,10300104,MAN_MADE,NA,38.9396061,-93.5934168,NA,0.045232698,NA,NA,NA,NA,Edwin A Pape,,,NA,NA,NA,OverSamp,9.24320832,1.03001E+13,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,MO,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,40,NA,40c,5.8251172,MO,NA,206638.6879,163971.2878,0.547297297,0.35,0.35,0.471003756,0.819898273,1.072655659,0.05,59336.2963,27.13,67,949,Eutrophic,52.74,0.48,40.4,6.066666667,High (>=5 Ppm),8.2,Good,Fair,Good,Fair,Small,No Detect,No Detect,Moderate,Moderate,Fair,Good,Poor,Medium,Low,Fair,Poor,N
887,NLA06608-1742,2007,PLNLOW,UMW,49.55941818,NA,NA,NA,NLA07_BASE,Include,93.1315322,BARAGA,11929360,NA,NA,NA,NA,386.03,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,Big Lake,4,4020104,NATURAL,NA,46.6138166,-88.5757029,NA,0.005801054,NA,NA,NA,NA,Big Lake,,,NA,NA,NA,OverSamp,4.70118958,4.0201E+12,S,NA,NA,PROB,"(20,50]",NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,50,NA,50u,93.1315322,MI_UP,NA,570032.1294,1040421.041,0.338688086,0.7,4.055555556,0.223288981,0.332128981,0.410118863,0.05,3175.111111,3.37,7,244,Mesotrophic,359.36,0.5,NA,8.9,High (>=5 Ppm),0.596,Poor,Poor,Poor,Fair,Large,No Detect,No Detect,Low,Low,Good,Good,Good,High,Medium,Not Assessed,Good,N
888,NLA06608-1748,2007,WMTNS,WMT,702.0279117,NA,NA,NA,NLA07_BASE,Include,10.0994059,LAKE,916247,NA,NA,NA,NA,3008,Region_8,NA,NA,144,NA,WMTNS,WMT,NA,Turquoise Lake,11,11020001,MAN_MADE,NA,39.2710843,-106.3934507,NA,0.042263827,NA,NA,NA,NA,Turquoise Lake,,,NA,NA,NA,OverSamp,17.03715322,1.102E+13,R,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,CO,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,21,NA,21b,10.0994059,CO,NA,-886684.6114,247042.0323,0.166666667,NA,NA,0.45758861,1.198910303,1.427439505,0.05,0,1.04,4,131,Oligotrophic,171.13,0.86,58.4,7.1,High (>=5 Ppm),0.361,Good,Fair,Good,Good,Not Assessed,No Detect,No Detect,Low,Low,Good,Good,Good,Medium,Medium,Good,Good,N
889,NLA06608-1758,2007,PLNLOW,UMW,77.70398942,NA,NA,NA,NLA07_BASE,Include,34.3891184,KEWEENAW,11936731,NA,NA,NA,NA,198.1,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,"Bailey, Lake",4,4020103,NATURAL,NA,47.4572505,-88.0997857,NA,0.015710232,NA,NA,NA,NA,Lake Bailey,,,NA,NA,NA,OverSamp,5.95193678,4.0201E+12,S,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,50,NA,50d,34.3891184,MI_UP,NA,598742.0238,1136366.61,0.340909091,0.5,2.5,1.258848555,1.229961418,1.291209873,0.05,15691.07692,3.06,8,892,Mesotrophic,97.26,0.93,NA,8.9,High (>=5 Ppm),1.67,Good,Good,Good,Fair,Medium,No Detect,No Detect,Low,Low,Good,Fair,Good,Medium,Medium,Not Assessed,Good,N
890,NLA06608-1775,2007,EHIGH,SAP,88.98790657,NA,NA,NA,NLA07_BASE,Include,2.9665016,PENDLETON,2087743,NA,NA,NA,NA,184.4,Region_4,NA,NA,150,NA,EHIGH,SAP,NA,,5,5100101,MAN_MADE,NA,38.7132817,-84.2755008,NA,0.122710091,NA,NA,NA,NA,Kincaid Lake,,,NA,NA,NA,OverSamp,16.03800919,5.1001E+12,S,NA,NA,PROB,"(50,100]",NA,NA,NA,NA,NA,NA,NA,NA,KY,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,NO,NA,71,NA,71k,2.9665016,KY,NA,1007388.724,198208.2756,0.487234043,0.83,1.78,0.328602726,0.679269572,0.941672843,0.22,2130.327297,23,74,548,Eutrophic,38.36,0.8,38.6,NA,Not Assessed,12.3,Good,Poor,Fair,Fair,Large,Detect,Low,Low,Moderate,Poor,Poor,Poor,Low,Medium,Fair,Poor,N
891,NLA06608-1789,2007,EHIGH,SAP,4.089843018,NA,NA,NA,NLA07_BASE,Include,316.2207713,CAMBRIA,4752508,NA,NA,NA,NA,709.42,Region_3,NA,NA,150,NA,EHIGH,SAP,NA,Portage Reservoir,5,5010007,MAN_MADE,NA,40.3538577,-78.6233689,NA,0.001312891,NA,NA,NA,NA,Portage Reservoir,,,NA,NA,NA,OverSamp,0.779986087,5.01001E+12,S,NA,NA,PROB,"(4,10]",NA,NA,NA,NA,NA,NA,NA,NA,PA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,69,NA,69a,316.2207713,PA,NA,1455067.545,453236.1719,0.683333333,0,0,0.368694761,0.696493598,0.56357804,0.05,4202.889758,1.35,1,501,Oligotrophic,161.6,0.14,19,8.166666667,High (>=5 Ppm),1.06,Poor,Fair,Fair,Fair,Small,No Detect,No Detect,Low,Low,Good,Poor,Good,Medium,Low,Poor,Good,N
892,NLA06608-1791,2007,EHIGH,SAP,16.78529991,NA,NA,NA,NLA07_BASE,Include,44.0888771,CUMBERLAND,19709789,NA,NA,NA,NA,592.76,Region_4,NA,NA,152,NA,EHIGH,SAP,NA,,6,6010208,MAN_MADE,NA,36.0071281,-84.8974387,NA,0.024531814,NA,NA,NA,NA,Lake Catherine,,,NA,NA,NA,OverSamp,2.73300938,6.01021E+12,S,NA,NA,PROB,"(10,20]",NA,NA,NA,NA,NA,NA,NA,NA,TN,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,68,NA,68a,44.0888771,TN,NA,989547.1637,-109381.1195,0.882352941,0.18,0.47,0.554080232,0.342496856,0.293417048,0.05,69.71618083,1.63,5,401,Oligotrophic,42.67,NA,44.6,9,High (>=5 Ppm),1.18,Poor,Fair,Poor,Poor,Medium,No Detect,No Detect,Low,Low,Good,Fair,Good,Low,Not Assessed,Fair,Good,N
893,NLA06608-1800,2007,PLNLOW,CPL,10737.8312,NA,NA,NA,NLA07_BASE,Include,1.8550434,CADDO,19950518,NA,NA,NA,NA,51.21,Region_6,NA,NA,145,NA,PLNLOW,CPL,NA,Caddo Lake,11,11140304,NATURAL,NA,32.6701753,-94.0771956,NA,0.12642225,NA,NA,NA,NA,Caddo Lake,NESLake,4807,NA,NA,NA,OverSamp,372.9410523,1.11403E+13,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,LA,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,35,NA,35a,1.8550434,LA,NA,179301.3557,-538478.0171,NA,NA,NA,NA,NA,NA,0.05,2495.839274,43.63,50,604,Hypereutrophic,184.21,1.07,NA,6.95,High (>=5 Ppm),6.04,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,No Detect,No Detect,Low,Moderate,Fair,Fair,Poor,High,High,Not Assessed,Poor,N
894,NLA06608-1802,2007,PLNLOW,UMW,191.8750539,NA,NA,NA,NLA07_BASE,Include,33.1702585,MACOMB,13183508,NA,NA,NA,NA,244.31,Region_5,NA,NA,116,NA,PLNLOW,UMW,NA,Stony Creek Lake,4,4090003,MAN_MADE,NA,42.724557,-83.0854123,NA,0.014267504,NA,NA,NA,NA,Stony Creek Lake,,,NA,NA,NA,OverSamp,10.50237719,4.09E+12,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,56,NA,56h,33.1702585,MI_LP,NA,1048192.02,656471.9406,0.638709677,0.01,0.01,0.66685006,1.136212273,1.454129905,0.05,8334.666667,5.3,18,536,Mesotrophic,76.01,NA,NA,7.266666667,High (>=5 Ppm),3.82,Good,Fair,Good,Fair,Small,No Detect,No Detect,Low,Low,Good,Good,Good,Medium,Not Assessed,Not Assessed,Poor,N
895,NLA06608-1804,2007,PLNLOW,SPL,970.9813111,NA,NA,NA,NLA07_BASE,Include,2.1514953,OKLAHOMA,253350,NA,NA,NA,NA,365.6,Region_6,NA,NA,144,NA,PLNLOW,SPL,NA,Lake Hefner,11,11050002,MAN_MADE,NA,35.5635129,-97.5946966,NA,0.12642225,NA,NA,NA,NA,Lake Hefner,NESLake,4010,NA,NA,NA,OverSamp,25.88426855,1.105E+13,T,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,OK,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,27,NA,27o,2.1514953,OK,NA,-143282.4266,-215717.3585,0.739285714,0.15,0.11,0.942654368,0.556486255,0.320004035,0.37,3411.113133,25.47,120,699,Eutrophic,32.71,0.35,19.3,7.97,High (>=5 Ppm),5.59,Fair,Good,Fair,Fair,Small,Detect,Low,Low,Moderate,Poor,Fair,Poor,Low,Low,Poor,Poor,N
896,NLA06608-1812,2007,EHIGH,SAP,57597.95932,NA,NA,NA,NLA07_BASE,Include,2.8793956,LIVINGSTON,14126423,NA,NA,NA,NA,159.29,Region_4,NA,NA,152,NA,EHIGH,SAP,NA,Kentucky Lake,5,5130205,MAN_MADE,NA,35.4130752,-88.0746774,NA,0.12642225,NA,NA,NA,NA,Kentucky Lake,NESLake,2104,NA,NA,NA,OverSamp,2029.080313,6.04001E+12,S,NA,NA,PROB,>100,NA,NA,NA,NA,NA,NA,NA,NA,KY,NA,NA,NA,Target_Sampled,NA,NLALake,Target,NA,YES,NA,71,NA,71f,2.8793956,KY,NA,712695.9222,-204024.0922,NA,NA,NA,NA,NA,NA,0.05,2955.966067,13.68,61,303,Eutrophic,140.17,1.19,NA,NA,Not Assessed,3.21,Not Assessed,Not Assessed,Not Assessed,Not Assessed,Not Assessed,No Detect,No Detect,Low,Moderate,Poor,Good,Poor,Medium,High,Not Assessed,Fair,N
