Order,SITE_ID,VISIT_NO,UID,dD,d18O,E_I,Water_yield_m,Modeled_Water_yield_m,RT_iso,RT_modeled,Volume_Corrected_m3,Lake_precip_m,Lake_evap_m,P_E_deficit_m,Wyield_P_E_m
778,NLA12_OH-105,1,8635,-16.58,-1.45,0.487887999,0.125071188,0.422955556,0.226632754,0.055290525,7097708.503,1.112579991,0.756825637,0.355754354,-0.230683166
779,NLA12_OH-106,1,8256,-26.83,-4.01,0.145304018,0.105983522,0.3758,0.498754788,0.132438581,629031.667,1.144729996,0.75572465,0.389005346,-0.283021824
780,NLA12_OH-107,1,8075,-34.78,-4.13,0.25522292,0.414528244,0.40849,0.384552611,0.29004647,4659995.787,0.971360003,0.728305234,0.243054769,0.171473475
781,NLA12_OH-112,1,8423,-35.27,-4.38,0.211858883,7.326422355,0.43012,0.785902523,2.271586556,1305784.029,1.023750004,0.755025032,0.268724972,7.057697383
782,NLA12_OH-113,1,8642,-24.76,-2,0.437101747,0.136666583,0.35063,0.731982958,0.233130353,98230.06868,0.949770008,0.722981255,0.226788753,-0.09012217
783,NLA12_OH-115,1,8207,-30.6,-4.44,0.146893468,0.389366305,0.43038,0.50820678,0.384804571,1245850.513,1.105809998,0.754277255,0.351532743,0.037833562
784,NLA12_OH-118,1,7232,-14.98,-0.91,0.573602119,0.681622911,0.37699,1.374920526,0.958974071,1833486.509,1.143389999,0.7447232,0.398666799,0.282956111
785,NLA12_OH-118,2,8169,-13.1,-0.64,0.623077679,0.62749856,0.37699,1.493513119,0.958974071,1833486.509,1.143389999,0.7447232,0.398666799,0.22883176
786,NLA12_OH-122,1,8487,-23.41,-2.81,0.308099435,0.021245534,0.46962,0.732345071,0.03251836,129185.4017,1.031779989,0.763130229,0.268649761,-0.247404226
787,NLA12_OH-127,1,7294,-26.14,-3.48,0.22881767,0.289264052,0.40172,1.164250664,0.680802831,2512628.369,1.065529999,0.758715302,0.306814697,-0.017550645
788,NLA12_OH-134,1,7652,-29.09,-4.16,0.160669854,0.04035861,0.42039,0.210824132,0.019823072,158290.8255,1.073200008,0.787621562,0.285578446,-0.245219836
789,NLA12_OH-136,1,7105,-25.56,-2.55,0.400014676,0.173552578,0.43396,0.482591479,0.156278231,183096.4643,1.060480002,0.721963384,0.338516618,-0.16496404
790,NLA12_OH-137,1,7637,-35.48,-4.93,0.178275034,0.571706199,0.3782,1.086307023,1.190447226,1551646.065,1.037440001,0.736876144,0.300563856,0.271142343
791,NLA12_OH-R02,1,7528,-30.92,-2.93,0.34448262,0.332865716,0.44452,1.440512359,0.783004068,376201.9655,1.077919998,0.736329,0.341590998,-0.008725282
792,NLA12_OH-R03,1,8403,-35.63,-3.92,0.298014716,1.289180684,0.56122,0.728689486,0.750432705,189754.4763,1.215060009,0.67595509,0.539104919,0.750075766
793,NLA12_OK-101,1,6550,12.91,3.52,0.852951525,0.244263303,0.12471,1.81694924,1.428369764,11250866.15,0.884460004,0.990693335,-0.106233332,0.350496635
794,NLA12_OK-101,2,8482,20.98,5.63,1.255843449,0.165900262,0.12471,2.675185793,1.428369764,11250866.15,0.884460004,0.990693335,-0.106233332,0.272133593
795,NLA12_OK-102,1,8462,5.44,1.93,0.624265537,0.031301933,0.050312857,0.920339317,0.438170999,22513261.21,0.780050005,0.987602809,-0.207552804,0.238854737
796,NLA12_OK-103,1,6919,-18.75,-3,0.103695362,0.004468754,0.042632658,0.385773598,0.040076786,382741613.5,0.8388,1.01499524,-0.17619524,0.180663994
797,NLA12_OK-104,1,6669,-9.26,-1.19,0.241790986,0.201367708,0.137335692,0.568801211,0.656848048,99762725.66,0.765789995,1.006632814,-0.240842819,0.442210527
798,NLA12_OK-105,1,7023,4.79,1.33,0.489892238,0.000377368,0.029537536,0.310686751,0.003946505,4072729.118,0.929859998,1.007909961,-0.078049964,0.078427331
799,NLA12_OK-106,1,7028,-0.66,0.87,0.460869641,0.002073051,0.027223229,0.511761791,0.037979014,34874169.25,0.717919987,0.96492073,-0.247000743,0.249073794
800,NLA12_OK-107,1,7959,-22.12,-3.65,0.067556706,0.184701326,0.319212671,0.149202016,0.083004487,112690812.5,1.003799995,0.979207413,0.024592583,0.160108744
801,NLA12_OK-108,1,6555,-3.74,-0.08,0.351340185,0.167648489,0.1275,0.50219268,0.473662582,4213502.62,0.879910006,1.031478812,-0.151568807,0.319217296
802,NLA12_OK-109,1,6695,-11.39,-1.6,0.212311133,0.126461553,0.192128571,0.287232926,0.169600146,4312118.49,0.804329999,0.979601198,-0.175271199,0.301732752
803,NLA12_OK-117,1,7059,15.3,3.22,0.866800853,0.021084127,0.03793,0.324274437,0.127961897,102834.9302,0.814420001,0.960247303,-0.145827302,0.166911429
804,NLA12_OK-118,1,6270,-7.94,-1.42,0.147913333,0.064836208,0.03027,0.118170174,0.201102435,1145542.451,0.827119994,1.013242896,-0.186122902,0.25095911
805,NLA12_OK-119,1,7402,-5.15,-0.39,0.332549967,0.11494305,0.182935,0.81026822,0.4356594,4017299.557,0.827699989,1.025760779,-0.19806079,0.31300384
806,NLA12_OK-120,1,6668,-9.9,-1.38,0.230277159,0.126660585,0.20839,0.381048732,0.207904603,1656006.661,0.787849993,0.967374908,-0.179524915,0.306185499
807,NLA12_OK-121,1,6525,-1.59,0.12,0.368900489,0.059044272,0.107811667,0.34239157,0.16198599,1646604.333,0.778969993,0.998601827,-0.219631834,0.278676106
808,NLA12_OK-122,1,6236,7.33,1.33,0.37165371,0.158724283,0.04276,0.309949712,0.570116366,449231.2184,0.776119997,1.051722029,-0.275602032,0.434326315
809,NLA12_OK-132,1,7739,10.81,2.87,0.80118325,0.025204819,0.12172,0.710004621,0.127956857,128689.525,0.899939996,1.002043943,-0.102103947,0.127308767
810,NLA12_OK-133,1,8358,6.12,2.48,0.720563001,0.011758794,0.11171,0.472414966,0.047336586,62576.65637,0.66764999,1.002699848,-0.335049857,0.346808652
811,NLA12_OK-134,1,6646,-12.04,-2.39,0.070007143,0.096304042,0.190656336,0.080729423,0.039623866,14214574.91,0.815219997,0.989781518,-0.174561521,0.270865563
812,NLA12_OK-135,1,6556,-16.94,-2.35,0.175085153,0.235630231,0.20097,0.326600229,0.315537847,3922653.684,1.070990002,1.029424332,0.04156567,0.194064561
813,NLA12_OK-285,1,8463,7.46,2.96,0.683450915,0.140195938,0.19832,1.267156936,0.609452168,125749.4702,0.957880009,0.985076132,-0.027196123,0.167392062
814,NLA12_OK-286,1,8393,29.05,6.76,1.645963198,0.007531988,0.1248,0.683036057,0.038433451,12383.53747,0.725859994,0.993474869,-0.267614875,0.275146863
815,NLA12_OK-288,1,7598,7,2.96,0.64221932,0.175303964,0.26398,1.058914747,0.472840143,84715.47956,1.145499996,1.002762355,0.142737641,0.032566322
816,NLA12_OK-291,1,6551,-4.39,0.17,0.366399162,0.371057251,0.28488,0.151970363,0.135439139,734137.095,0.974960003,1.008242064,-0.033282061,0.404339312
817,NLA12_OK-292,1,7764,26.95,5.92,1.591799762,0.014878786,0.15953,0.825980558,0.067934509,212800.8793,0.907469992,1.005572323,-0.098102331,0.112981117
818,NLA12_OK-293,1,6318,-5.19,-0.7,0.2175362,0.033630058,0.02826,0.174212828,0.181613898,80787.0179,0.544419998,0.995816169,-0.451396171,0.485026229
819,NLA12_OK-296,1,7286,11.28,3.32,0.791696511,0.059191356,0.1503,0.539277459,0.163701812,23361.89109,0.961350002,1.008016277,-0.046666275,0.105857631
820,NLA12_OK-299,1,7262,4.42,2.41,0.548947574,1.363497112,0.39811,2.53470683,2.78783197,190752.4609,1.155290012,1.027489443,0.12780057,1.235696542
821,NLA12_OK-299,2,8503,6.76,3.15,0.622478064,1.202433426,0.39811,2.874226021,2.78783197,190752.4609,1.155290012,1.027489443,0.12780057,1.074632856
822,NLA12_OK-302,1,7106,5.09,1.6,0.520606637,0.104690326,0.23534,1.043695591,0.395842299,368123.7657,0.744650002,0.997396359,-0.252746357,0.357436683
823,NLA12_OK-306,1,7364,3,1.45,0.550279252,0.013041624,0.19265,0.654154308,0.042893159,80819.02547,0.885290006,1.017344847,-0.132054841,0.145096465
824,NLA12_OK-311,1,8481,-10.08,-0.99,0.275330844,0.034633339,0.375755,0.579081557,0.051803946,264007.5874,1.194900009,1.000549046,0.194350963,-0.159717624
825,NLA12_OK-R01,1,6249,-15.32,-2.21,0.185305867,0.148984745,0.17576,0.615562561,0.455178563,878261.5342,0.920330004,0.987874039,-0.067544036,0.21652878
826,NLA12_OK-R09,1,6302,15.49,3.84,0.957042202,0.031779439,0.12922,1.51326647,0.3110944,1308829.282,0.852240008,1.021860472,-0.169620464,0.201399903
827,NLA12_OR-101,1,1000021,-79.62,-7.77,0.265617361,0.026696493,0.021113333,0.685783325,0.761238197,1521941.282,0.271770001,0.656164308,-0.384394306,0.411090799
828,NLA12_OR-102,1,7810,-88.14,-8.78,0.227598825,0.00214541,0.021486739,0.465473115,0.046178972,1295816.221,0.166650001,0.587597697,-0.420947696,0.423093106
829,NLA12_OR-103,1,8165,-100.09,-14,0,,1.735604286,,0.005980227,983406.3003,2.34100998,0.464286539,1.876723441,
830,NLA12_OR-103,2,8514,-99.24,-14.08,0,,1.735604286,,0.005980227,983406.3003,2.34100998,0.464286539,1.876723441,
831,NLA12_OR-104,1,7027,-58.12,-8.01,0.009935902,3.228029204,0.948860417,0.028610894,0.090684281,57137208.97,1.332639996,0.614263779,0.718376217,2.509652987
832,NLA12_OR-105,1,7719,-111.2,-14.32,0.020148663,0.584898395,0.188484667,0.159422181,0.473200141,38930116.18,0.392349998,0.539603835,-0.147253837,0.732152232
833,NLA12_OR-106,1,1000049,-88.75,-12.82,0,,2.574235,,0.081150307,9891587.111,2.41097004,0.537408212,1.873561829,
834,NLA12_OR-107,1,7615,-35.34,-4.84,0.399552347,0.035078628,1.40404,4.090925355,0.098553514,844712.2504,2.115830002,0.569599087,1.546230915,-1.511152287
835,NLA12_OR-109,1,7918,-73.51,-9.14,0.161514318,1.218514298,1.719502,15.44499763,7.009084953,984338541,2.066639999,0.421230047,1.645409952,-0.426895655
836,NLA12_OR-110,1,6667,-61.12,-8.06,0.048791594,0.609100965,0.61572,0.47331191,0.429716322,3228612.384,1.173360012,0.632003379,0.541356633,0.067744332
837,NLA12_OR-111,1,6843,-55.02,-2.79,0.569554901,0.251795754,0.00724,0.34666716,1.704551281,1042920.242,0.188510001,0.614845903,-0.426335902,0.678131656
838,NLA12_OR-112,1,7776,-113.44,-14.4,0.126826715,0.032916445,0.183675244,0.556010449,0.098935538,21048544.52,0.210629999,0.669821499,-0.4591915,0.492107945
839,NLA12_OR-113,1,7207,-81.16,-10.3,0.058567726,0.169039456,0.226634167,0.664889917,0.480759692,18292800.61,0.453519997,0.628218135,-0.174698139,0.343737595
840,NLA12_OR-121,1,8074,-81.96,-10.38,0.082958447,0.049883339,1.74144,0.436287734,0.012381355,146272.1676,1.897689997,0.481103554,1.416586443,-1.366703104
841,NLA12_OR-121,2,8542,-79.41,-9.89,0.110324083,0.037509891,1.74144,0.580206671,0.012381355,146272.1676,1.897689997,0.481103554,1.416586443,-1.379076552
842,NLA12_OR-123,1,7226,-81.48,-10.25,0.066214708,0.007359193,0.3994175,0.503252911,0.009259305,193703.7677,0.667820003,0.578666632,0.089153371,-0.081794177
843,NLA12_OR-126,1,8478,-82.64,-10.85,0.064420118,0.331809481,1.70932,1.164306774,0.213651229,1235493.749,2.148639979,0.464393215,1.684246764,-1.352437283
844,NLA12_OR-128,1,7949,-85.11,-11.06,0.073509649,1.073624799,1.295538333,3.202127978,2.260235867,274846322.2,1.297139998,0.45399954,0.843140458,0.230484341
845,NLA12_OR-129,1,7560,-41.33,-5.91,0.068215552,0.342276782,1.39966,0.451062991,0.103941225,469055.2555,1.937630012,0.528002684,1.409627329,-1.067350547
846,NLA12_OR-131,1,1000017,-52.74,-6.06,0.105969283,1.724518689,0.72986,0.120016971,0.190985209,274964.4608,1.203850008,0.621738791,0.582111217,1.142407472
847,NLA12_OR-133,1,1000016,-40.54,-3.38,0.317048584,0.485562797,0.64545,0.621647982,0.330446263,179865.06,1.116609999,0.641391585,0.475218414,0.010344384
848,NLA12_OR-144,1,7995,-77.65,-8.33,0.175529261,0.91834844,1.75836,0.293387175,0.104606872,13575.36091,2.078229977,0.409892085,1.668337892,-0.749989452
849,NLA12_OR-145,1,7622,-33,-3.76,0.283908927,0.375858533,1.18108,0.375138712,0.092989388,330124.6386,1.742249985,0.554618175,1.18763181,-0.811773278
850,NLA12_OR-154,1,7747,-104.88,-12.4,0.068011276,0.026300971,0.028689792,0.329699803,0.295753359,6013411.179,0.215859997,0.612899427,-0.39703943,0.423340401
851,NLA12_OR-155,1,7250,-80.18,-10.05,0.181680658,0.072178824,0.503816667,0.938143314,0.131749747,2489780.18,0.528529997,0.683303337,-0.154773339,0.226952163
852,NLA12_OR-158,1,8634,-69.02,-9.74,0.026252416,1.214464442,0.66877,0.028145119,0.047540106,43897.34328,1.05252,0.668094206,0.384425793,0.830038649
853,NLA12_OR-160,1,8164,-78.41,-8.62,0.16848005,0.044117995,1.15046,0.464835174,0.017456251,47781.40067,1.459210011,0.445624413,1.013585598,-0.969467603
854,NLA12_OR-163,1,8633,-68.14,-8.73,0.148624792,0.22904306,2.95586,0.286823247,0.020628332,27057.4645,3.338060015,0.496577206,2.84148281,-2.61243975
855,NLA12_OR-167,1,1000211,-37.65,-4.53,0.143108416,0.406068937,1.34473,0.591358651,0.156780361,351311.2807,1.823000007,0.566760671,1.256239336,-0.8501704
856,NLA12_OR-169,1,7100,-70.57,-10.06,0.002283231,4.002413709,1.535677059,0.040513604,0.104126724,76170203.06,1.428789982,0.605011616,0.823778367,3.178635342
857,NLA12_OR-173,1,8479,-80.87,-9.79,0.128974626,0.365960246,2.02431,0.596899768,0.096418887,129784.9084,2.216659992,0.433702688,1.782957304,-1.416997058
858,NLA12_PA-101,1,6537,-46.75,-7.3,0.05137991,0.196102805,0.45140711,0.418046056,0.176113808,200637565.9,1.029980001,0.736675613,0.293304389,-0.097201584
859,NLA12_PA-101,2,8507,-44.21,-6.76,0.003593894,2.803573386,0.45140711,0.029241255,0.176113808,200637565.9,1.029980001,0.736675613,0.293304389,2.510268998
860,NLA12_PA-102,1,6252,-38.81,-6.04,0.015477041,4.297327693,0.51861,0.03287676,0.231521032,995908.1012,1.02201,0.74187045,0.28013955,4.017188143
861,NLA12_PA-103,1,8324,-38.25,-5.04,0.197142116,0.343611447,0.61612,1.032448189,0.479610417,655509.4351,1.134410008,0.621897467,0.51251254,-0.168901093
862,NLA12_PA-105,1,7113,-52.66,-7.95,0.061227644,0.37953924,0.59567,0.154593066,0.092103515,198318.8929,1.108200007,0.622412788,0.485787219,-0.106247979
863,NLA12_PA-106,1,7596,-40.91,-6.56,0.064503187,0.194654907,0.671448421,0.61330831,0.171708784,29185965.1,1.296999983,0.683704503,0.61329548,-0.418640573
864,NLA12_PA-107,1,6451,-58.69,-9.25,0,,0.649205,,0.010390295,169882.3862,1.231550007,0.621081934,0.610468073,
865,NLA12_PA-107,1,6451,-58.86,-8.92,0,,0.649205,,0.010390295,169882.3862,1.231550007,0.621081934,0.610468073,
866,NLA12_PA-107,1,6451,-58.86,-8.92,0,,0.649205,,0.010390295,169882.3862,1.231550007,0.621081934,0.610468073,
867,NLA12_PA-107,1,6451,-58.86,-8.92,0,,0.649205,,0.010390295,169882.3862,1.231550007,0.621081934,0.610468073,
868,NLA12_PA-108,1,6347,-20.87,-2.44,0.315706305,0.848413261,0.41992,0.797864278,0.870117876,7975144.906,1.061989998,0.794469389,0.267520608,0.580892653
869,NLA12_PA-108,2,7803,-16.8,-1.91,0.391053889,0.684942469,0.41992,0.98828539,0.870117876,7975144.906,1.061989998,0.794469389,0.267520608,0.41742186
870,NLA12_PA-109,1,6833,-44.65,-6.59,0.076182212,1.243702136,0.88517,0.124956732,0.141665706,1029124.499,1.373370003,0.614250905,0.759119098,0.484583038
871,NLA12_PA-110,1,7122,-42.01,-5.63,0.178529115,0.401356785,0.48895,0.239990032,0.160231611,125041.2956,1.001370014,0.639558338,0.361811676,0.039545109
872,NLA12_PA-111,1,8201,-38.81,-5.41,0.199235949,0.31733608,0.51086,0.689113539,0.356784096,2318931.574,1.064289997,0.659304193,0.404985804,-0.087649724
873,NLA12_PA-113,1,7982,-49.84,-7.29,0.04494155,0.852882978,0.530224,0.292697712,0.417532492,16479523.5,1.19460001,0.676728043,0.517871967,0.335011011
874,NLA12_PA-114,1,7269,-41.43,-5.38,0.173359341,0.965070939,0.54397,0.941978724,1.073063686,1802127.301,1.09376001,0.603514085,0.490245924,0.474825015
875,NLA12_PA-115,1,8202,-25.43,-2.02,0.502284747,0.153763302,0.37009,0.882577103,0.28222139,129646.8185,1.000530001,0.697629197,0.302900804,-0.149137502
876,NLA12_PA-117,1,7595,-30.73,-4.51,0.170773399,0.181041298,0.63892,0.163063967,0.042397682,10811.01487,1.289880011,0.695058375,0.594821635,-0.413780338
877,NLA12_PA-118,1,6832,-39.11,-5.26,0.210420361,1.539080547,0.57852,0.57687504,0.791397978,478120.9102,1.039319981,0.6194512,0.41986878,1.119211767
878,NLA12_PA-119,1,8422,-48.85,-7.59,0.05627049,0.156423545,0.651995556,0.47131618,0.110344265,17881695.96,1.171750004,0.639012164,0.53273784,-0.376314294
879,NLA12_PA-R10,1,7360,-58.98,-8.9,0.027185292,0.187467658,0.51435,0.278792796,0.099968035,1165003.254,1.114710003,0.671235928,0.443474075,-0.256006418
880,NLA12_PA-R11,1,7361,-45.51,-6.26,0.115131258,0.384434918,0.69123,0.653223785,0.323852321,3604447.246,1.223069988,0.642982952,0.580087036,-0.195652118
881,NLA12_RI-102,1,6929,-38.06,-5.59,0.070081425,0.41270099,0.58956,0.033850535,0.021753235,216860.6794,1.28112001,0.703765955,0.577354055,-0.164653065
882,NLA12_RI-102,2,7466,-37.95,-5.36,0.076546398,0.377844997,0.58956,0.036973228,0.021753235,216860.6794,1.28112001,0.703765955,0.577354055,-0.199509058
883,NLA12_RI-103,1,7233,-39.24,-5.77,0.080870528,0.009312719,0.592954118,0.181236373,0.002840236,376992.5759,1.186850003,0.69107421,0.495775792,-0.486463073
884,NLA12_RI-104,1,6831,-35.16,-5.41,0.059202426,0.56720922,0.60816,0.053292261,0.045233355,573922.0479,1.21723,0.680057843,0.537172157,0.030037063
885,NLA12_RI-108,1,7264,-33.98,-4.99,0.134589607,0.091567396,0.60836,0.041372352,0.006007176,541609.234,1.265579996,0.700082392,0.565497604,-0.473930208
886,NLA12_RI-110,1,7092,-23.96,-2.84,0.284783283,0.28628976,0.62488,0.437548738,0.160740572,20365.62841,1.306210007,0.689635078,0.616574929,-0.330285169
887,NLA12_RI-111,1,6967,-36.6,-5.42,0.087665969,1.093572659,0.55728,0.249281477,0.376381817,148722.5397,1.270580002,0.729379034,0.541200968,0.552371691
888,NLA12_RI-111,2,7305,-36.16,-5.12,0.098451416,0.973770727,0.55728,0.2799503,0.376381817,148722.5397,1.270580002,0.729379034,0.541200968,0.43256976
889,NLA12_RI-112,1,7138,-37.28,-5.66,0.060918071,0.167282941,0.58446,0.045578727,0.012653477,431608.1821,1.226420013,0.69029736,0.536122654,-0.368839713
890,NLA12_RI-113,1,7149,-35.93,-5.43,0.085790489,0.270914252,0.64704,0.106954315,0.041982741,42987.49284,1.28578001,0.692796184,0.592983826,-0.322069574
891,NLA12_SC-102,1,7927,5.67,2.14,0.598112331,0.153784078,0.10216,0.550184629,0.389110921,137571.5405,1.274539997,1.016905252,0.257634745,-0.103850667
892,NLA12_SC-103,1,6444,-22.36,-4.46,0.081587138,0.458478007,1.15196,1.077167234,0.394083873,18482588.26,2.060040008,0.761299282,1.298740726,-0.840262719
893,NLA12_SC-103,2,8125,-19.08,-4.09,0,,1.15196,,0.394083873,18482588.26,2.060040008,0.761299282,1.298740726,
894,NLA12_SC-104,1,6320,1.03,1.14,0.478890226,0.159429848,0.05853,0.465096639,0.509401611,44060.60262,1.068659992,0.937472766,0.131187227,0.028242621
895,NLA12_SC-104,2,8011,-1.07,0.89,0.427432899,0.178623115,0.05853,0.415121448,0.509401611,44060.60262,1.068659992,0.937472766,0.131187227,0.047435888
896,NLA12_SC-105,1,6321,-17.16,-2.6,0.085596926,0.596216289,0.09724,0.093514554,0.381860288,60917.33229,0.955380001,0.999764085,-0.044384084,0.640600373
897,NLA12_SC-106,1,6397,-17.98,-3.25,0.068957147,0.040587953,0.35345125,0.139066771,0.01577718,1326361.927,1.320699995,0.857990198,0.462709797,-0.422121844
898,NLA12_SC-108,1,6326,-18.41,-2.95,0.062625817,0.050448188,0.069275,0.073091686,0.050878329,77362.55781,0.994090004,0.981849667,0.012240337,0.038207851
899,NLA12_SC-112,1,6325,-23.18,-4.01,0.011409714,0.542796906,0.07864,0.018213989,0.116319517,125550.4257,0.971310009,0.946676614,0.024633396,0.518163511
900,NLA12_SC-112,2,7844,-21.99,-3.99,0.001966519,3.149300093,0.07864,0.003139268,0.116319517,125550.4257,0.971310009,0.946676614,0.024633396,3.124666697
901,NLA12_SC-118,1,7862,-13.95,-2.36,0.085366016,0.110418406,0.206601749,0.089329873,0.045329148,370600068.7,1.160390015,0.99442579,0.165964225,-0.055545819
902,NLA12_SC-127,1,8000,18.51,5.51,1.924616808,0.18346308,0.11174,1.934671342,0.644333463,351526.3738,1.243569994,0.999942462,0.243627532,-0.060164452
903,NLA12_SD-101,1,6362,-120.43,-15.32,0.110611199,0.014338877,0.053401893,0,0,0,0.328369999,0.762417568,-0.434047568,0.448386445
904,NLA12_SD-101,2,7990,-117.57,-14.73,0.139105558,0.011401704,0.053401893,0,0,0,0.328369999,0.762417568,-0.434047568,0.445449272
905,NLA12_SD-102,1,6871,-40.34,-4.43,0.370479504,0.008260662,0.016773548,1.015249845,0.451987436,3614235.36,0.400369995,0.687798842,-0.287428848,0.29568951
906,NLA12_SD-103,1,8266,-26.28,-2.07,0.547705255,0.290996626,0.02725,0.799686181,1.699783254,4244800.797,0.46816001,0.680467469,-0.212307458,0.503304084
907,NLA12_SD-104,1,6445,-45.58,-4.91,0.255336533,0.74889842,0.02127,0.909378684,4.730899538,458599.171,0.448229997,0.698632206,-0.250402209,0.999300628
908,NLA12_SD-105,1,7267,-43.15,-4.03,0.431931948,0.061680286,0.01705,0.84979472,1.608106711,1900063.904,0.384290002,0.658629955,-0.274339953,0.336020239
909,NLA12_SD-106,1,6804,-53.84,-6.41,0.163887741,0.391953285,0.02105,0.528850772,3.197525345,19145269.28,0.471690005,0.692141851,-0.220451845,0.61240513
910,NLA12_SD-107,1,7536,-82.41,-9.88,0.142915493,0.01007127,0.019070769,0.520784827,0.262632451,1042163.609,0.38909,0.622278781,-0.233188781,0.243260051
911,NLA12_SD-108,1,7238,-65.73,-6.63,0.166274156,0.233642218,0.0158,0.240646603,1.59888192,564432.3999,0.336560001,0.675170923,-0.338610922,0.57225314
912,NLA12_SD-109,1,8071,-19.04,-0.96,0.71654543,0.019473282,0.02458,0.878385542,0.489774836,183258.8359,0.531100001,0.71640323,-0.185303229,0.204776512
913,NLA12_SD-110,1,6808,-43.53,-4.4,0.318483432,0.051047766,0.02025,1.391741737,2.290695948,700034.0276,0.460660002,0.695730617,-0.235070615,0.286118381
914,NLA12_SD-111,1,7150,-37.36,-3.56,0.457736395,0.209792491,0.0233,0.989538971,2.299130892,422104.7536,0.465989994,0.667952725,-0.201962731,0.411755222
